municipality_code,geographic_level,state_abbreviation,municipality_name,land_use_purpose,income_bracket,association_status,number_of_agricultural_establishments,total_area_in_hectares
4314407,7,RS,Pelotas,Total,Total,Total,2697,102168.0
4314423,7,RS,Picada Café,Total,Total,Total,176,2696.0
4314456,7,RS,Pinhal,Total,Total,Total,440,6145.0
4314464,7,RS,Pinhal da Serra,Total,Total,Total,563,29426.0
4314472,7,RS,Pinhal Grande,Total,Total,Total,679,37815.0
4314498,7,RS,Pinheirinho do Vale,Total,Total,Total,680,8393.0
4314506,7,RS,Pinheiro Machado,Total,Total,Total,1375,202611.0
4314548,7,RS,Pinto Bandeira,Total,Total,Total,413,7584.0
4314555,7,RS,Pirapó,Total,Total,Total,614,24933.0
4314605,7,RS,Piratini,Total,Total,Total,2697,262262.0
4314704,7,RS,Planalto,Total,Total,Total,1080,12539.0
4314753,7,RS,Poço das Antas,Total,Total,Total,468,5497.0
4314779,7,RS,Pontão,Total,Total,Total,440,45604.0
4314787,7,RS,Ponte Preta,Total,Total,Total,299,7582.0
4314803,7,RS,Portão,Total,Total,Total,372,8859.0
4314902,7,RS,Porto Alegre,Total,Total,Total,384,7340.0
4315008,7,RS,Porto Lucena,Total,Total,Total,1098,21516.0
4315057,7,RS,Porto Mauá,Total,Total,Total,432,8305.0
4315073,7,RS,Porto Vera Cruz,Total,Total,Total,494,9516.0
4315107,7,RS,Porto Xavier,Total,Total,Total,1120,23676.0
4315131,7,RS,Pouso Novo,Total,Total,Total,306,7063.0
4315149,7,RS,Presidente Lucena,Total,Total,Total,281,2651.0
4315156,7,RS,Progresso,Total,Total,Total,1033,19718.0
4315172,7,RS,Protásio Alves,Total,Total,Total,330,11078.0
4315206,7,RS,Putinga,Total,Total,Total,634,14455.0
4315305,7,RS,Quaraí,Total,Total,Total,933,296422.0
4315313,7,RS,Quatro Irmãos,Total,Total,Total,210,21025.0
4315321,7,RS,Quevedos,Total,Total,Total,562,47203.0
4315354,7,RS,Quinze de Novembro,Total,Total,Total,433,15286.0
4315404,7,RS,Redentora,Total,Total,Total,1086,27642.0
4315453,7,RS,Relvado,Total,Total,Total,352,8273.0
4315503,7,RS,Restinga Sêca,Total,Total,Total,1153,81187.0
4315552,7,RS,Rio dos Índios,Total,Total,Total,564,17558.0
4315602,7,RS,Rio Grande,Total,Total,Total,915,192192.0
4315701,7,RS,Rio Pardo,Total,Total,Total,2437,176824.0
4315750,7,RS,Riozinho,Total,Total,Total,428,11174.0
4315800,7,RS,Roca Sales,Total,Total,Total,816,12788.0
4315909,7,RS,Rodeio Bonito,Total,Total,Total,515,7043.0
4315958,7,RS,Rolador,Total,Total,Total,712,22527.0
4316006,7,RS,Rolante,Total,Total,Total,940,14392.0
4316105,7,RS,Ronda Alta,Total,Total,Total,782,37328.0
4316204,7,RS,Rondinha,Total,Total,Total,763,21002.0
4316303,7,RS,Roque Gonzales,Total,Total,Total,999,27951.0
4316402,7,RS,Rosário do Sul,Total,Total,Total,1661,393491.0
4316428,7,RS,Sagrada Família,Total,Total,Total,350,7505.0
4316436,7,RS,Saldanha Marinho,Total,Total,Total,249,19323.0
4316451,7,RS,Salto do Jacuí,Total,Total,Total,437,37994.0
4316477,7,RS,Salvador das Missões,Total,Total,Total,355,7315.0
4316501,7,RS,Salvador do Sul,Total,Total,Total,419,6966.0
4316600,7,RS,Sananduva,Total,Total,Total,1338,40255.0
4316709,7,RS,Santa Bárbara do Sul,Total,Total,Total,651,96585.0
4316733,7,RS,Santa Cecília do Sul,Total,Total,Total,429,17086.0
4316758,7,RS,Santa Clara do Sul,Total,Total,Total,619,6972.0
4316808,7,RS,Santa Cruz do Sul,Total,Total,Total,2455,40628.0
4316907,7,RS,Santa Maria,Total,Total,Total,1703,141076.0
4316956,7,RS,Santa Maria do Herval,Total,Total,Total,578,7536.0
4316972,7,RS,Santa Margarida do Sul,Total,Total,Total,506,90773.0
4317004,7,RS,Santana da Boa Vista,Total,Total,Total,1737,107907.0
4317103,7,RS,Sant'Ana do Livramento,Total,Total,Total,2962,673164.0
4317202,7,RS,Santa Rosa,Total,Total,Total,1383,30389.0
4317251,7,RS,Santa Tereza,Total,Total,Total,270,3660.0
4317301,7,RS,Santa Vitória do Palmar,Total,Total,Total,632,318649.0
4317400,7,RS,Santiago,Total,Total,Total,1496,198491.0
4317509,7,RS,Santo Ângelo,Total,Total,Total,1216,47359.0
4317558,7,RS,Santo Antônio do Palma,Total,Total,Total,393,9060.0
4317608,7,RS,Santo Antônio da Patrulha,Total,Total,Total,2701,73481.0
4317707,7,RS,Santo Antônio das Missões,Total,Total,Total,1210,146755.0
4317756,7,RS,Santo Antônio do Planalto,Total,Total,Total,310,18501.0
4317806,7,RS,Santo Augusto,Total,Total,Total,586,41020.0
4317905,7,RS,Santo Cristo,Total,Total,Total,1693,31351.0
4317954,7,RS,Santo Expedito do Sul,Total,Total,Total,498,9767.0
4318002,7,RS,São Borja,Total,Total,Total,1017,308198.0
4318051,7,RS,São Domingos do Sul,Total,Total,Total,297,5938.0
4318101,7,RS,São Francisco de Assis,Total,Total,Total,2325,243901.0
4318200,7,RS,São Francisco de Paula,Total,Total,Total,1355,232902.0
4318309,7,RS,São Gabriel,Total,Total,Total,2208,495505.0
4318408,7,RS,São Jerônimo,Total,Total,Total,1499,62580.0
4318424,7,RS,São João da Urtiga,Total,Total,Total,634,13341.0
4318432,7,RS,São João do Polêsine,Total,Total,Total,184,5477.0
4318440,7,RS,São Jorge,Total,Total,Total,391,9527.0
4318457,7,RS,São José das Missões,Total,Total,Total,563,8680.0
4318465,7,RS,São José do Herval,Total,Total,Total,383,6466.0
4318481,7,RS,São José do Hortêncio,Total,Total,Total,269,3082.0
4318499,7,RS,São José do Inhacorá,Total,Total,Total,424,6673.0
4318507,7,RS,São José do Norte,Total,Total,Total,1649,64636.0
4318606,7,RS,São José do Ouro,Total,Total,Total,664,29581.0
4318614,7,RS,São José do Sul,Total,Total,Total,351,3286.0
4318622,7,RS,São José dos Ausentes,Total,Total,Total,508,115147.0
4318705,7,RS,São Leopoldo,Total,Total,Total,65,1741.0
4318804,7,RS,São Lourenço do Sul,Total,Total,Total,3850,164227.0
4318903,7,RS,São Luiz Gonzaga,Total,Total,Total,1265,114192.0
4319000,7,RS,São Marcos,Total,Total,Total,617,12056.0
4319109,7,RS,São Martinho,Total,Total,Total,462,14108.0
4319125,7,RS,São Martinho da Serra,Total,Total,Total,629,55052.0
4319158,7,RS,São Miguel das Missões,Total,Total,Total,1079,111364.0
4319208,7,RS,São Nicolau,Total,Total,Total,686,44584.0
4319307,7,RS,São Paulo das Missões,Total,Total,Total,1096,18914.0
4319356,7,RS,São Pedro da Serra,Total,Total,Total,218,2085.0
4319364,7,RS,São Pedro das Missões,Total,Total,Total,332,6878.0
4319372,7,RS,São Pedro do Butiá,Total,Total,Total,425,8393.0
4319406,7,RS,São Pedro do Sul,Total,Total,Total,1350,67850.0
4319505,7,RS,São Sebastião do Caí,Total,Total,Total,622,5169.0
4319604,7,RS,São Sepé,Total,Total,Total,1587,189743.0
4319703,7,RS,São Valentim,Total,Total,Total,420,9979.0
4319711,7,RS,São Valentim do Sul,Total,Total,Total,412,6945.0
4319737,7,RS,São Valério do Sul,Total,Total,Total,281,9221.0
4319752,7,RS,São Vendelino,Total,Total,Total,153,1546.0
4319802,7,RS,São Vicente do Sul,Total,Total,Total,955,112020.0
4319901,7,RS,Sapiranga,Total,Total,Total,242,5265.0
4320008,7,RS,Sapucaia do Sul,Total,Total,Total,37,798.0
4320107,7,RS,Sarandi,Total,Total,Total,739,29762.0
4320206,7,RS,Seberi,Total,Total,Total,1160,23365.0
4320230,7,RS,Sede Nova,Total,Total,Total,335,9735.0
4320263,7,RS,Segredo,Total,Total,Total,982,17088.0
4320305,7,RS,Selbach,Total,Total,Total,490,15834.0
4320321,7,RS,Senador Salgado Filho,Total,Total,Total,539,12632.0
4320354,7,RS,Sentinela do Sul,Total,Total,Total,888,24432.0
4320404,7,RS,Serafina Corrêa,Total,Total,Total,473,13410.0
4320453,7,RS,Sério,Total,Total,Total,517,8020.0
4320503,7,RS,Sertão,Total,Total,Total,736,35510.0
4320552,7,RS,Sertão Santana,Total,Total,Total,947,16919.0
4320578,7,RS,Sete de Setembro,Total,Total,Total,351,10052.0
4320602,7,RS,Severiano de Almeida,Total,Total,Total,648,13372.0
4320651,7,RS,Silveira Martins,Total,Total,Total,356,9587.0
4320677,7,RS,Sinimbu,Total,Total,Total,1675,36060.0
4320701,7,RS,Sobradinho,Total,Total,Total,655,10497.0
4320800,7,RS,Soledade,Total,Total,Total,1353,94798.0
4320859,7,RS,Tabaí,Total,Total,Total,677,7866.0
4320909,7,RS,Tapejara,Total,Total,Total,652,20042.0
4321006,7,RS,Tapera,Total,Total,Total,364,15395.0
4321105,7,RS,Tapes,Total,Total,Total,276,71470.0
4321204,7,RS,Taquara,Total,Total,Total,1360,22871.0
4321303,7,RS,Taquari,Total,Total,Total,849,25475.0
4321329,7,RS,Taquaruçu do Sul,Total,Total,Total,416,6164.0
4321352,7,RS,Tavares,Total,Total,Total,717,43158.0
4321402,7,RS,Tenente Portela,Total,Total,Total,876,20632.0
4321436,7,RS,Terra de Areia,Total,Total,Total,301,4005.0
4321451,7,RS,Teutônia,Total,Total,Total,960,11829.0
4321469,7,RS,Tio Hugo,Total,Total,Total,323,7322.0
4321477,7,RS,Tiradentes do Sul,Total,Total,Total,927,16172.0
4321493,7,RS,Toropi,Total,Total,Total,597,16532.0
4321501,7,RS,Torres,Total,Total,Total,352,6015.0
4321600,7,RS,Tramandaí,Total,Total,Total,69,5321.0
4321626,7,RS,Travesseiro,Total,Total,Total,415,5608.0
4321634,7,RS,Três Arroios,Total,Total,Total,570,12274.0
4321667,7,RS,Três Cachoeiras,Total,Total,Total,681,8416.0
4321709,7,RS,Três Coroas,Total,Total,Total,420,9460.0
4321808,7,RS,Três de Maio,Total,Total,Total,1395,33801.0
4321832,7,RS,Três Forquilhas,Total,Total,Total,409,5199.0
4321857,7,RS,Três Palmeiras,Total,Total,Total,478,13080.0
4321907,7,RS,Três Passos,Total,Total,Total,1285,19513.0
4321956,7,RS,Trindade do Sul,Total,Total,Total,529,20845.0
4322004,7,RS,Triunfo,Total,Total,Total,1236,45530.0
4322103,7,RS,Tucunduva,Total,Total,Total,536,15534.0
4322152,7,RS,Tunas,Total,Total,Total,772,14633.0
4322186,7,RS,Tupanci do Sul,Total,Total,Total,412,11929.0
4322202,7,RS,Tupanciretã,Total,Total,Total,1180,205435.0
4322251,7,RS,Tupandi,Total,Total,Total,492,3987.0
4322301,7,RS,Tuparendi,Total,Total,Total,1006,24936.0
4322327,7,RS,Turuçu,Total,Total,Total,372,17939.0
4322343,7,RS,Ubiretama,Total,Total,Total,664,11131.0
4322350,7,RS,União da Serra,Total,Total,Total,374,10607.0
4322376,7,RS,Unistalda,Total,Total,Total,514,48189.0
4322400,7,RS,Uruguaiana,Total,Total,Total,1116,530149.0
4322509,7,RS,Vacaria,Total,Total,Total,1039,149102.0
4322525,7,RS,Vale Verde,Total,Total,Total,479,25488.0
4322533,7,RS,Vale do Sol,Total,Total,Total,1719,24614.0
4322541,7,RS,Vale Real,Total,Total,Total,125,1440.0
4322558,7,RS,Vanini,Total,Total,Total,320,5516.0
4322608,7,RS,Venâncio Aires,Total,Total,Total,4367,53316.0
4322707,7,RS,Vera Cruz,Total,Total,Total,1597,20866.0
4322806,7,RS,Veranópolis,Total,Total,Total,729,17315.0
4322855,7,RS,Vespasiano Corrêa,Total,Total,Total,401,8756.0
4322905,7,RS,Viadutos,Total,Total,Total,726,20567.0
4323002,7,RS,Viamão,Total,Total,Total,1542,79940.0
4323101,7,RS,Vicente Dutra,Total,Total,Total,798,15569.0
4323200,7,RS,Victor Graeff,Total,Total,Total,579,25337.0
4323309,7,RS,Vila Flores,Total,Total,Total,260,6243.0
4323358,7,RS,Vila Lângaro,Total,Total,Total,416,12819.0
4323408,7,RS,Vila Maria,Total,Total,Total,545,15372.0
4323457,7,RS,Vila Nova do Sul,Total,Total,Total,527,42027.0
4323507,7,RS,Vista Alegre,Total,Total,Total,413,6875.0
4323606,7,RS,Vista Alegre do Prata,Total,Total,Total,316,8510.0
4323705,7,RS,Vista Gaúcha,Total,Total,Total,391,7397.0
4323754,7,RS,Vitória das Missões,Total,Total,Total,774,19781.0
4323770,7,RS,Westfália,Total,Total,Total,460,5540.0
4323804,7,RS,Xangri-lá,Total,Total,Total,18,2203.0
5000203,7,MS,Água Clara,Total,Total,Total,376,780676.0
5000252,7,MS,Alcinópolis,Total,Total,Total,604,398544.0
5000609,7,MS,Amambai,Total,Total,Total,1429,353368.0
5000708,7,MS,Anastácio,Total,Total,Total,1058,287753.0
5000807,7,MS,Anaurilândia,Total,Total,Total,777,271931.0
5000856,7,MS,Angélica,Total,Total,Total,487,106322.0
5000906,7,MS,Antônio João,Total,Total,Total,298,94588.0
5001003,7,MS,Aparecida do Taboado,Total,Total,Total,734,239989.0
5001102,7,MS,Aquidauana,Total,Total,Total,1223,1400015.0
5001243,7,MS,Aral Moreira,Total,Total,Total,618,153413.0
5001508,7,MS,Bandeirantes,Total,Total,Total,704,267263.0
5001904,7,MS,Bataguassu,Total,Total,Total,904,188187.0
5002001,7,MS,Batayporã,Total,Total,Total,492,154547.0
5002100,7,MS,Bela Vista,Total,Total,Total,1316,479608.0
5002159,7,MS,Bodoquena,Total,Total,Total,670,223186.0
5002209,7,MS,Bonito,Total,Total,Total,895,414527.0
5002308,7,MS,Brasilândia,Total,Total,Total,831,578043.0
5002407,7,MS,Caarapó,Total,Total,Total,910,183375.0
5002605,7,MS,Camapuã,Total,Total,Total,974,574910.0
5002704,7,MS,Campo Grande,Total,Total,Total,1849,731247.0
5002803,7,MS,Caracol,Total,Total,Total,472,272171.0
5002902,7,MS,Cassilândia,Total,Total,Total,698,357315.0
5002951,7,MS,Chapadão do Sul,Total,Total,Total,265,291425.0
5003108,7,MS,Corguinho,Total,Total,Total,638,285983.0
5003157,7,MS,Coronel Sapucaia,Total,Total,Total,478,92822.0
5003207,7,MS,Corumbá,Total,Total,Total,1766,4810916.0
5003256,7,MS,Costa Rica,Total,Total,Total,590,392452.0
5003306,7,MS,Coxim,Total,Total,Total,1036,557213.0
5003454,7,MS,Deodápolis,Total,Total,Total,681,75535.0
5003488,7,MS,Dois Irmãos do Buriti,Total,Total,Total,752,211360.0
5003504,7,MS,Douradina,Total,Total,Total,223,24304.0
5003702,7,MS,Dourados,Total,Total,Total,1718,341022.0
5003751,7,MS,Eldorado,Total,Total,Total,427,100030.0
5003801,7,MS,Fátima do Sul,Total,Total,Total,620,21380.0
5003900,7,MS,Figueirão,Total,Total,Total,495,422343.0
5004007,7,MS,Glória de Dourados,Total,Total,Total,744,41695.0
5004106,7,MS,Guia Lopes da Laguna,Total,Total,Total,672,109648.0
5004304,7,MS,Iguatemi,Total,Total,Total,927,270413.0
5004403,7,MS,Inocência,Total,Total,Total,817,585575.0
5004502,7,MS,Itaporã,Total,Total,Total,822,114674.0
5004601,7,MS,Itaquiraí,Total,Total,Total,2820,174645.0
5004700,7,MS,Ivinhema,Total,Total,Total,1315,197670.0
5004809,7,MS,Japorã,Total,Total,Total,922,27405.0
5004908,7,MS,Jaraguari,Total,Total,Total,1527,239701.0
5005004,7,MS,Jardim,Total,Total,Total,657,190947.0
5005103,7,MS,Jateí,Total,Total,Total,381,146085.0
5005152,7,MS,Juti,Total,Total,Total,339,130239.0
5005202,7,MS,Ladário,Total,Total,Total,161,17996.0
5005251,7,MS,Laguna Carapã,Total,Total,Total,424,171613.0
5005400,7,MS,Maracaju,Total,Total,Total,701,479477.0
5005608,7,MS,Miranda,Total,Total,Total,864,525289.0
5005681,7,MS,Mundo Novo,Total,Total,Total,424,34221.0
5005707,7,MS,Naviraí,Total,Total,Total,442,269766.0
5005806,7,MS,Nioaque,Total,Total,Total,2003,355590.0
5006002,7,MS,Nova Alvorada do Sul,Total,Total,Total,956,334482.0
5006200,7,MS,Nova Andradina,Total,Total,Total,1930,454261.0
5006259,7,MS,Novo Horizonte do Sul,Total,Total,Total,611,69796.0
5006275,7,MS,Paraíso das Águas,Total,Total,Total,492,475296.0
5006309,7,MS,Paranaíba,Total,Total,Total,1711,496096.0
5006358,7,MS,Paranhos,Total,Total,Total,294,105748.0
5006408,7,MS,Pedro Gomes,Total,Total,Total,563,286186.0
5006606,7,MS,Ponta Porã,Total,Total,Total,2844,405726.0
5006903,7,MS,Porto Murtinho,Total,Total,Total,484,1175591.0
5007109,7,MS,Ribas do Rio Pardo,Total,Total,Total,1203,1595770.0
5007208,7,MS,Rio Brilhante,Total,Total,Total,1102,356647.0
5007307,7,MS,Rio Negro,Total,Total,Total,444,144825.0
5007406,7,MS,Rio Verde de Mato Grosso,Total,Total,Total,825,732556.0
5007505,7,MS,Rochedo,Total,Total,Total,694,160809.0
5007554,7,MS,Santa Rita do Pardo,Total,Total,Total,985,613049.0
5007695,7,MS,São Gabriel do Oeste,Total,Total,Total,726,336602.0
5007703,7,MS,Sete Quedas,Total,Total,Total,262,83146.0
5007802,7,MS,Selvíria,Total,Total,Total,606,325800.0
5007901,7,MS,Sidrolândia,Total,Total,Total,4087,425339.0
5007935,7,MS,Sonora,Total,Total,Total,243,309336.0
5007950,7,MS,Tacuru,Total,Total,Total,686,159640.0
5007976,7,MS,Taquarussu,Total,Total,Total,330,64067.0
5008008,7,MS,Terenos,Total,Total,Total,2606,259228.0
5008305,7,MS,Três Lagoas,Total,Total,Total,1101,936648.0
5008404,7,MS,Vicentina,Total,Total,Total,409,22120.0
5100102,7,MT,Acorizal,Total,Total,Total,565,50223.0
5100201,7,MT,Água Boa,Total,Total,Total,1009,676628.0
5100250,7,MT,Alta Floresta,Total,Total,Total,1675,731303.0
5100300,7,MT,Alto Araguaia,Total,Total,Total,691,423244.0
5100359,7,MT,Alto Boa Vista,Total,Total,Total,207,98039.0
5100409,7,MT,Alto Garças,Total,Total,Total,298,292859.0
5100508,7,MT,Alto Paraguai,Total,Total,Total,617,105410.0
5100607,7,MT,Alto Taquari,Total,Total,Total,159,125326.0
5100805,7,MT,Apiacás,Total,Total,Total,696,575335.0
5101001,7,MT,Araguaiana,Total,Total,Total,251,414394.0
5101209,7,MT,Araguainha,Total,Total,Total,64,58457.0
5101258,7,MT,Araputanga,Total,Total,Total,697,136640.0
5101308,7,MT,Arenápolis,Total,Total,Total,284,29424.0
5101407,7,MT,Aripuanã,Total,Total,Total,2084,1112073.0
5101605,7,MT,Barão de Melgaço,Total,Total,Total,822,630495.0
5101704,7,MT,Barra do Bugres,Total,Total,Total,532,380887.0
5101803,7,MT,Barra do Garças,Total,Total,Total,823,601340.0
5101852,7,MT,Bom Jesus do Araguaia,Total,Total,Total,943,330691.0
5101902,7,MT,Brasnorte,Total,Total,Total,943,991360.0
5102504,7,MT,Cáceres,Total,Total,Total,3536,1717354.0
5102603,7,MT,Campinápolis,Total,Total,Total,831,290040.0
5102637,7,MT,Campo Novo do Parecis,Total,Total,Total,269,561390.0
5102678,7,MT,Campo Verde,Total,Total,Total,1166,347114.0
5102686,7,MT,Campos de Júlio,Total,Total,Total,111,399377.0
5102694,7,MT,Canabrava do Norte,Total,Total,Total,744,215450.0
5102702,7,MT,Canarana,Total,Total,Total,444,790209.0
5102793,7,MT,Carlinda,Total,Total,Total,1329,193907.0
5102850,7,MT,Castanheira,Total,Total,Total,1440,419382.0
5103007,7,MT,Chapada dos Guimarães,Total,Total,Total,1094,292509.0
5103056,7,MT,Cláudia,Total,Total,Total,706,217042.0
5103106,7,MT,Cocalinho,Total,Total,Total,505,1401251.0
5103205,7,MT,Colíder,Total,Total,Total,1783,246860.0
5103254,7,MT,Colniza,Total,Total,Total,3475,798508.0
5103304,7,MT,Comodoro,Total,Total,Total,1207,516908.0
5103353,7,MT,Confresa,Total,Total,Total,2300,440014.0
5103361,7,MT,Conquista D'Oeste,Total,Total,Total,204,101742.0
5103379,7,MT,Cotriguaçu,Total,Total,Total,2047,541270.0
5103403,7,MT,Cuiabá,Total,Total,Total,1505,152213.0
5103437,7,MT,Curvelândia,Total,Total,Total,466,29078.0
5103452,7,MT,Denise,Total,Total,Total,541,109490.0
5103502,7,MT,Diamantino,Total,Total,Total,795,586433.0
5103601,7,MT,Dom Aquino,Total,Total,Total,567,153085.0
5103700,7,MT,Feliz Natal,Total,Total,Total,304,367142.0
5103809,7,MT,Figueirópolis D'Oeste,Total,Total,Total,717,81384.0
5103858,7,MT,Gaúcha do Norte,Total,Total,Total,522,574927.0
5103908,7,MT,General Carneiro,Total,Total,Total,359,226752.0
5103957,7,MT,Glória D'Oeste,Total,Total,Total,343,71456.0
5104104,7,MT,Guarantã do Norte,Total,Total,Total,1453,324284.0
5104203,7,MT,Guiratinga,Total,Total,Total,636,290624.0
5104500,7,MT,Indiavaí,Total,Total,Total,210,56155.0
5104526,7,MT,Ipiranga do Norte,Total,Total,Total,167,368525.0
5104542,7,MT,Itanhangá,Total,Total,Total,1246,277115.0
5104559,7,MT,Itaúba,Total,Total,Total,238,315315.0
5104609,7,MT,Itiquira,Total,Total,Total,512,578863.0
5104807,7,MT,Jaciara,Total,Total,Total,634,141478.0
5104906,7,MT,Jangada,Total,Total,Total,546,92129.0
5105002,7,MT,Jauru,Total,Total,Total,967,137193.0
5105101,7,MT,Juara,Total,Total,Total,1689,1521652.0
5105150,7,MT,Juína,Total,Total,Total,2759,744664.0
5105176,7,MT,Juruena,Total,Total,Total,1059,272571.0
5105200,7,MT,Juscimeira,Total,Total,Total,920,154984.0
5105234,7,MT,Lambari D'Oeste,Total,Total,Total,424,183858.0
5105259,7,MT,Lucas do Rio Verde,Total,Total,Total,321,315746.0
5105309,7,MT,Luciara,Total,Total,Total,218,154860.0
5105507,7,MT,Vila Bela da Santíssima Trindade,Total,Total,Total,1521,1023684.0
5105580,7,MT,Marcelândia,Total,Total,Total,910,709478.0
5105606,7,MT,Matupá,Total,Total,Total,967,288885.0
5105622,7,MT,Mirassol d'Oeste,Total,Total,Total,1424,97492.0
5105903,7,MT,Nobres,Total,Total,Total,656,247657.0
5106000,7,MT,Nortelândia,Total,Total,Total,446,162685.0
5106109,7,MT,Nossa Senhora do Livramento,Total,Total,Total,1842,320721.0
5106158,7,MT,Nova Bandeirantes,Total,Total,Total,1626,668575.0
5106174,7,MT,Nova Nazaré,Total,Total,Total,275,132067.0
5106182,7,MT,Nova Lacerda,Total,Total,Total,659,307040.0
5106190,7,MT,Nova Santa Helena,Total,Total,Total,361,162902.0
5106208,7,MT,Nova Brasilândia,Total,Total,Total,409,238823.0
5106216,7,MT,Nova Canaã do Norte,Total,Total,Total,1587,436540.0
5106224,7,MT,Nova Mutum,Total,Total,Total,661,766160.0
5106232,7,MT,Nova Olímpia,Total,Total,Total,451,136078.0
5106240,7,MT,Nova Ubiratã,Total,Total,Total,725,783976.0
5106257,7,MT,Nova Xavantina,Total,Total,Total,1362,417852.0
5106265,7,MT,Novo Mundo,Total,Total,Total,1203,337580.0
5106273,7,MT,Novo Horizonte do Norte,Total,Total,Total,548,69760.0
5106281,7,MT,Novo São Joaquim,Total,Total,Total,823,389466.0
5106299,7,MT,Paranaíta,Total,Total,Total,1736,380652.0
5106307,7,MT,Paranatinga,Total,Total,Total,1157,1299909.0
5106315,7,MT,Novo Santo Antônio,Total,Total,Total,229,140272.0
5106372,7,MT,Pedra Preta,Total,Total,Total,1079,295685.0
5106422,7,MT,Peixoto de Azevedo,Total,Total,Total,1873,668826.0
5106455,7,MT,Planalto da Serra,Total,Total,Total,253,213534.0
5106505,7,MT,Poconé,Total,Total,Total,2551,860061.0
5106653,7,MT,Pontal do Araguaia,Total,Total,Total,391,214528.0
5106703,7,MT,Ponte Branca,Total,Total,Total,143,60955.0
5106752,7,MT,Pontes e Lacerda,Total,Total,Total,1302,636328.0
5106778,7,MT,Porto Alegre do Norte,Total,Total,Total,793,236794.0
5106802,7,MT,Porto dos Gaúchos,Total,Total,Total,300,500979.0
5106828,7,MT,Porto Esperidião,Total,Total,Total,1169,541109.0
5106851,7,MT,Porto Estrela,Total,Total,Total,316,116872.0
5107008,7,MT,Poxoréu,Total,Total,Total,1629,475397.0
5107040,7,MT,Primavera do Leste,Total,Total,Total,361,507316.0
5107065,7,MT,Querência,Total,Total,Total,678,834190.0
5107107,7,MT,São José dos Quatro Marcos,Total,Total,Total,1568,110095.0
5107156,7,MT,Reserva do Cabaçal,Total,Total,Total,267,105130.0
5107180,7,MT,Ribeirão Cascalheira,Total,Total,Total,861,767409.0
5107198,7,MT,Ribeirãozinho,Total,Total,Total,176,57745.0
5107206,7,MT,Rio Branco,Total,Total,Total,277,45612.0
5107248,7,MT,Santa Carmem,Total,Total,Total,172,234416.0
