municipality_code,administrative_dependency,rural_high_school_enrollments
2509800,municipal,0
2509909,municipal,0
2510006,municipal,0
2510105,municipal,0
2510204,municipal,0
2510303,municipal,0
2510402,municipal,0
2510501,municipal,0
2510600,municipal,0
2510659,municipal,0
2510709,municipal,0
2510808,municipal,0
2510907,municipal,0
2511004,municipal,0
2511103,municipal,0
2511202,municipal,0
2512721,municipal,0
2511301,municipal,0
2511400,municipal,0
2511509,municipal,0
2511608,municipal,0
2511707,municipal,0
2511806,municipal,0
2511905,municipal,0
2512002,municipal,0
2512036,municipal,0
2512077,municipal,0
2512101,municipal,0
2512200,municipal,0
2512309,municipal,0
2512408,municipal,0
2512507,municipal,0
2512606,municipal,0
2512705,municipal,0
2512747,municipal,0
2512754,municipal,0
2512762,municipal,0
2512788,municipal,0
2512804,municipal,0
2512903,municipal,0
2513000,municipal,0
2513109,municipal,0
2513158,municipal,0
2513208,municipal,0
2513307,municipal,0
2513356,municipal,0
2513406,municipal,0
2513703,municipal,0
2513802,municipal,0
2513505,municipal,0
2513604,municipal,0
2513851,municipal,0
2513927,municipal,0
2513901,municipal,0
2513968,municipal,0
2513943,municipal,0
2513984,municipal,0
2514008,municipal,0
2500700,municipal,0
2514107,municipal,0
2514206,municipal,0
2514305,municipal,0
2514404,municipal,0
2514503,municipal,0
2514552,municipal,0
2514602,municipal,0
2514651,municipal,0
2514701,municipal,0
2514800,municipal,0
2514453,municipal,57
2514909,municipal,0
2515005,municipal,0
2515104,municipal,0
2515203,municipal,0
2515401,municipal,0
2515302,municipal,0
2515500,municipal,0
2515609,municipal,0
2515708,municipal,0
2515807,municipal,0
2515906,municipal,0
2515930,municipal,0
2515971,municipal,0
2516003,municipal,0
2516102,municipal,0
2516151,municipal,0
2516201,municipal,0
2516300,municipal,0
2516409,municipal,0
2516508,municipal,0
2516607,municipal,0
2516706,municipal,0
2516755,municipal,0
2516805,municipal,0
2516904,municipal,0
2517001,municipal,0
2517100,municipal,0
2517209,municipal,0
2505501,municipal,0
2517407,municipal,0
2600054,municipal,0
2600104,municipal,0
2600203,municipal,0
2600302,municipal,0
2600401,municipal,0
2600500,municipal,0
2600609,municipal,0
2600708,municipal,0
2600807,municipal,0
2600906,municipal,0
2601003,municipal,0
2601052,municipal,0
2601102,municipal,0
2601201,municipal,0
2601300,municipal,0
2601409,municipal,0
2601508,municipal,0
2601607,municipal,0
2601706,municipal,0
2601805,municipal,0
2601904,municipal,0
2602001,municipal,0
2602100,municipal,0
2602209,municipal,0
2602308,municipal,117
2602407,municipal,0
2602506,municipal,0
2602605,municipal,0
2602704,municipal,0
2602803,municipal,0
2602902,municipal,0
2603009,municipal,0
2603108,municipal,0
2603207,municipal,0
2603306,municipal,0
2603405,municipal,0
2603454,municipal,0
2603504,municipal,0
2603603,municipal,0
2603702,municipal,0
2603801,municipal,0
2603900,municipal,0
2603926,municipal,0
2604007,municipal,0
2604106,municipal,0
2604155,municipal,0
2604205,municipal,0
2604304,municipal,0
2604403,municipal,0
2604502,municipal,0
2604601,municipal,0
2604700,municipal,0
2604809,municipal,0
2604908,municipal,0
2605004,municipal,0
2605103,municipal,0
2605152,municipal,0
2605202,municipal,0
2605301,municipal,0
2605400,municipal,0
2605459,municipal,0
2605509,municipal,0
2605608,municipal,0
2605707,municipal,0
2605806,municipal,0
2605905,municipal,0
2606002,municipal,0
2606101,municipal,0
2606200,municipal,0
2606309,municipal,0
2606408,municipal,0
2606507,municipal,0
2606606,municipal,0
2606705,municipal,0
2606804,municipal,0
2606903,municipal,0
2607604,municipal,0
2607000,municipal,0
2607109,municipal,0
2607208,municipal,0
2607307,municipal,0
2607406,municipal,0
2607505,municipal,0
2607653,municipal,0
2607703,municipal,0
2607752,municipal,0
2607802,municipal,0
2607901,municipal,0
2607950,municipal,0
2608008,municipal,0
2608057,municipal,0
2608107,municipal,0
2608206,municipal,0
2608255,municipal,0
2608305,municipal,0
2608404,municipal,0
2608503,municipal,0
2608453,municipal,0
2608602,municipal,0
2608701,municipal,0
2608750,municipal,0
2608800,municipal,0
2608909,municipal,0
2609006,municipal,0
2609105,municipal,0
2609154,municipal,0
2609204,municipal,0
2609303,municipal,0
2614303,municipal,0
2609402,municipal,0
2609501,municipal,0
2609600,municipal,0
2609709,municipal,0
2609808,municipal,0
2609907,municipal,0
2610004,municipal,0
2610103,municipal,0
2610202,municipal,0
2610301,municipal,0
2610400,municipal,0
2610509,municipal,0
2610608,municipal,0
2610707,municipal,0
2610806,municipal,0
2610905,municipal,0
2611002,municipal,0
2611101,municipal,0
2611200,municipal,0
2611309,municipal,0
2611408,municipal,0
2611507,municipal,0
2611533,municipal,0
2611606,municipal,0
2611705,municipal,0
2611804,municipal,0
2611903,municipal,0
2612000,municipal,0
2612109,municipal,0
2612208,municipal,0
2612307,municipal,0
2612406,municipal,0
2612455,municipal,0
2612471,municipal,0
2612505,municipal,0
2612554,municipal,0
2612604,municipal,0
2612703,municipal,0
2612802,municipal,0
2612901,municipal,0
2613008,municipal,0
2613107,municipal,0
2613206,municipal,0
2613305,municipal,0
2613404,municipal,0
2613503,municipal,0
2613602,municipal,0
2613701,municipal,0
2613800,municipal,0
2613909,municipal,0
2614006,municipal,0
2614105,municipal,0
2614204,municipal,0
2614402,municipal,0
2614501,municipal,0
2614600,municipal,0
2614709,municipal,0
2614808,municipal,0
2614857,municipal,0
2615003,municipal,0
2615102,municipal,0
2615201,municipal,0
2615300,municipal,0
2615409,municipal,0
2615508,municipal,0
2615607,municipal,0
2615706,municipal,0
2615805,municipal,0
2615904,municipal,52
2616001,municipal,0
2616100,municipal,0
2616183,municipal,0
2616209,municipal,0
2616308,municipal,0
2616407,municipal,0
2616506,municipal,0
2700102,municipal,0
2700201,municipal,0
2700300,municipal,0
2700409,municipal,0
2700508,municipal,0
2700607,municipal,0
2700706,municipal,0
2700805,municipal,0
2700904,municipal,0
2701001,municipal,0
2701100,municipal,0
2701209,municipal,0
2701308,municipal,0
2701357,municipal,0
2701407,municipal,0
2701506,municipal,0
2701605,municipal,0
2701704,municipal,0
2701803,municipal,0
2701902,municipal,0
2702009,municipal,0
2702108,municipal,0
2702207,municipal,0
2702306,municipal,0
2702355,municipal,0
2702405,municipal,0
2702504,municipal,0
2702553,municipal,0
2702603,municipal,0
2702702,municipal,0
2702801,municipal,0
2702900,municipal,0
2703007,municipal,0
2703106,municipal,0
2703205,municipal,0
2703304,municipal,0
2703403,municipal,0
2703502,municipal,0
2703601,municipal,0
2703700,municipal,0
2703759,municipal,0
2703809,municipal,0
2703908,municipal,0
2704005,municipal,0
2704104,municipal,0
2704203,municipal,0
2704302,municipal,0
2704401,municipal,0
2704906,municipal,0
2704500,municipal,0
2704609,municipal,0
2704708,municipal,0
2704807,municipal,0
2705002,municipal,0
2705101,municipal,0
2705200,municipal,0
2705309,municipal,0
2705408,municipal,0
2705507,municipal,0
2705606,municipal,0
2705705,municipal,0
2705804,municipal,0
2705903,municipal,0
2706000,municipal,0
2706109,municipal,0
2706208,municipal,0
2706307,municipal,0
2706406,municipal,0
2706422,municipal,0
2706448,municipal,0
2706505,municipal,0
2706604,municipal,0
2706703,municipal,0
2706802,municipal,0
2706901,municipal,0
2707008,municipal,0
2707107,municipal,0
2707206,municipal,0
2707305,municipal,0
2707404,municipal,0
2707503,municipal,0
2707602,municipal,0
2707701,municipal,0
2707800,municipal,0
2707909,municipal,0
2708006,municipal,0
2708105,municipal,0
2708204,municipal,0
2708303,municipal,0
2708402,municipal,0
2708501,municipal,0
2708600,municipal,0
2708709,municipal,0
2708808,municipal,0
2708907,municipal,0
2708956,municipal,0
2709004,municipal,0
2709103,municipal,0
2709152,municipal,0
2709202,municipal,0
2709301,municipal,0
2709400,municipal,0
2800100,municipal,0
2800209,municipal,0
2800308,municipal,0
2800407,municipal,0
2800506,municipal,0
2800605,municipal,0
2800670,municipal,0
2800704,municipal,0
2801009,municipal,0
2801108,municipal,0
2801207,municipal,0
2801306,municipal,0
2801405,municipal,0
2801504,municipal,0
2801603,municipal,0
2801702,municipal,0
2801900,municipal,0
2802007,municipal,0
2802106,municipal,0
2802205,municipal,0
2802304,municipal,0
2802403,municipal,0
2802502,municipal,0
2802601,municipal,0
2802700,municipal,0
2802809,municipal,0
2802908,municipal,0
2803005,municipal,0
2803104,municipal,0
2803203,municipal,0
2803302,municipal,0
2803401,municipal,0
2803500,municipal,0
2803609,municipal,0
2803708,municipal,0
2803807,municipal,0
2803906,municipal,0
2804003,municipal,0
2804102,municipal,0
2804201,municipal,0
2804300,municipal,0
2804409,municipal,0
2804458,municipal,0
2804508,municipal,0
2804607,municipal,0
2804706,municipal,0
2804805,municipal,0
2804904,municipal,0
2805000,municipal,0
2805109,municipal,0
2805208,municipal,0
2805307,municipal,0
2805406,municipal,0
2805505,municipal,0
2805604,municipal,0
2805703,municipal,0
2805802,municipal,0
2805901,municipal,0
2806008,municipal,0
2806107,municipal,0
2806206,municipal,0
2806305,municipal,0
2806503,municipal,0
2806404,municipal,0
2806602,municipal,0
2806701,municipal,0
2806800,municipal,0
2806909,municipal,0
2807006,municipal,0
2807105,municipal,0
2807204,municipal,0
2807303,municipal,0
2807402,municipal,0
2807501,municipal,0
2807600,municipal,0
2900108,municipal,0
2900207,municipal,0
2900306,municipal,0
2900355,municipal,0
2900405,municipal,0
2900603,municipal,0
2900702,municipal,0
2900801,municipal,0
2900900,municipal,0
2901007,municipal,0
2901106,municipal,0
2901155,municipal,0
2901205,municipal,0
2901304,municipal,0
2901353,municipal,0
2901403,municipal,0
2901502,municipal,0
2901601,municipal,0
2901700,municipal,0
2901809,municipal,0
2901908,municipal,0
2901957,municipal,0
2902054,municipal,0
2902005,municipal,0
2902104,municipal,0
2902203,municipal,0
2902252,municipal,0
2902302,municipal,0
2902401,municipal,0
2902500,municipal,0
2902609,municipal,0
2902658,municipal,0
2902708,municipal,0
2902807,municipal,0
2902906,municipal,0
2903003,municipal,0
2903102,municipal,0
2903201,municipal,0
2903235,municipal,0
2903300,municipal,0
2903276,municipal,0
2903409,municipal,0
2903508,municipal,0
2903607,municipal,0
2903706,municipal,107
2903805,municipal,0
2903904,municipal,0
2903953,municipal,0
2904001,municipal,0
2904050,municipal,0
2904100,municipal,0
2904209,municipal,0
2904308,municipal,0
2904407,municipal,0
2904506,municipal,0
2904605,municipal,0
2904704,municipal,0
2904753,municipal,0
2904803,municipal,0
2904852,municipal,0
2904902,municipal,0
2905008,municipal,0
2905107,municipal,0
2905156,municipal,0
2905206,municipal,0
2905305,municipal,0
2905404,municipal,0
2905503,municipal,0
2905602,municipal,0
2905701,municipal,0
2905800,municipal,0
2905909,municipal,0
2906006,municipal,0
2906105,municipal,0
2906204,municipal,0
2906303,municipal,0
2906402,municipal,0
2906501,municipal,0
2906600,municipal,0
2906709,municipal,0
2906808,municipal,0
2906824,municipal,0
2906857,municipal,0
2906873,municipal,0
2906899,municipal,0
2906907,municipal,0
2907004,municipal,0
2907103,municipal,0
2907202,municipal,0
2907301,municipal,67
2907400,municipal,0
2907509,municipal,0
2907558,municipal,0
2907608,municipal,0
2907707,municipal,0
2907806,municipal,0
2907905,municipal,0
2908002,municipal,0
2908101,municipal,0
2908200,municipal,0
2908309,municipal,0
2908408,municipal,0
2908507,municipal,0
2908606,municipal,0
2908705,municipal,0
2908804,municipal,0
2908903,municipal,0
2909000,municipal,0
2909109,municipal,0
2909208,municipal,0
2909307,municipal,0
2909406,municipal,0
2909505,municipal,0
2909604,municipal,0
2909703,municipal,0
2909802,municipal,0
2909901,municipal,0
2910008,municipal,0
2910057,municipal,0
2910107,municipal,0
2910206,municipal,0
2910305,municipal,0
2910404,municipal,0
2910503,municipal,0
2900504,municipal,0
2910602,municipal,0
2910701,municipal,0
2910727,municipal,0
2910750,municipal,0
2910776,municipal,0
2910800,municipal,0
2910859,municipal,0
2910909,municipal,0
2911006,municipal,0
2911105,municipal,0
2911204,municipal,0
2911253,municipal,0
2911303,municipal,0
2911402,municipal,0
2911501,municipal,0
2911600,municipal,0
2911659,municipal,0
2911709,municipal,0
2911808,municipal,0
2911857,municipal,0
2911907,municipal,0
2912004,municipal,0
2912103,municipal,0
2912202,municipal,0
2912301,municipal,0
2912400,municipal,0
2912509,municipal,0
2912608,municipal,0
2912707,municipal,0
2912806,municipal,0
2912905,municipal,0
2913002,municipal,0
2913101,municipal,0
2913200,municipal,0
2913309,municipal,0
2913408,municipal,0
2913457,municipal,0
2913507,municipal,0
2913606,municipal,0
2913705,municipal,0
2913804,municipal,0
2913903,municipal,0
2914000,municipal,0
2914109,municipal,0
2914208,municipal,0
2914307,municipal,0
2914406,municipal,0
2914505,municipal,0
2914604,municipal,0
2914653,municipal,0
2914703,municipal,0
2914802,municipal,0
2914901,municipal,0
2915007,municipal,0
2915106,municipal,0
2915205,municipal,0
2915304,municipal,0
2915353,municipal,0
2915403,municipal,0
2915502,municipal,0
2915601,municipal,0
2915700,municipal,0
2915809,municipal,0
2915908,municipal,0
2916005,municipal,0
2916104,municipal,0
2916203,municipal,0
2916302,municipal,0
2916401,municipal,0
2916500,municipal,0
2916609,municipal,0
2916708,municipal,0
2916807,municipal,0
2916856,municipal,0
2916906,municipal,0
2917003,municipal,0
2917102,municipal,0
2917201,municipal,0
2917300,municipal,0
2917334,municipal,0
2917359,municipal,0
2917409,municipal,0
2917508,municipal,0
2917607,municipal,0
2917706,municipal,0
2917805,municipal,0
2917904,municipal,0
2918001,municipal,0
2918100,municipal,0
2918209,municipal,0
2918308,municipal,0
2918357,municipal,0
2918407,municipal,0
2918456,municipal,0
2918506,municipal,0
2918555,municipal,0
2918605,municipal,0
2918704,municipal,0
2918753,municipal,0
2918803,municipal,0
2918902,municipal,0
2919009,municipal,0
2919058,municipal,0
2919108,municipal,0
2919157,municipal,0
2919207,municipal,0
2919306,municipal,0
2919405,municipal,0
2919504,municipal,0
2919553,municipal,0
2919603,municipal,0
2919702,municipal,0
2919801,municipal,0
2919900,municipal,0
2919926,municipal,0
2919959,municipal,0
2920007,municipal,0
2920106,municipal,0
2920205,municipal,0
2920304,municipal,0
2920403,municipal,173
2920452,municipal,0
2920502,municipal,0
2920601,municipal,0
2920700,municipal,0
2920809,municipal,0
2920908,municipal,0
2921005,municipal,0
2921054,municipal,0
2921104,municipal,0
2921203,municipal,0
2921302,municipal,0
2921401,municipal,0
2921450,municipal,0
2921500,municipal,0
2921609,municipal,0
2921708,municipal,0
2921807,municipal,0
2921906,municipal,0
2922003,municipal,0
2922052,municipal,0
2922102,municipal,0
2922201,municipal,0
2922250,municipal,0
2922300,municipal,0
2922409,municipal,0
2922508,municipal,0
2922607,municipal,0
2922656,municipal,0
2922706,municipal,0
2922730,municipal,0
2922755,municipal,0
2922805,municipal,0
2922854,municipal,0
2922904,municipal,0
2923001,municipal,0
2923035,municipal,0
2923050,municipal,0
2923100,municipal,0
2923209,municipal,0
2923308,municipal,0
2923357,municipal,0
2923407,municipal,0
2923506,municipal,0
2923605,municipal,0
2923704,municipal,0
2923803,municipal,0
2923902,municipal,0
2924009,municipal,0
2924058,municipal,0
2924108,municipal,0
2924207,municipal,0
2924306,municipal,0
2924405,municipal,0
2924504,municipal,0
2924603,municipal,0
2924652,municipal,0
2924678,municipal,0
2924702,municipal,0
2924801,municipal,0
2924900,municipal,0
2925006,municipal,0
2925105,municipal,0
2925204,municipal,0
2925253,municipal,0
2925303,municipal,170
2925402,municipal,0
2925501,municipal,0
2925600,municipal,0
2925709,municipal,0
2925758,municipal,0
2925808,municipal,0
2925907,municipal,0
2925931,municipal,0
2925956,municipal,0
2926004,municipal,0
2926103,municipal,0
2926202,municipal,0
2926301,municipal,0
2926400,municipal,0
2926509,municipal,0
2926608,municipal,0
2926657,municipal,0
2926707,municipal,0
2926806,municipal,0
2926905,municipal,0
2927002,municipal,0
2927101,municipal,0
2927200,municipal,0
2927309,municipal,0
2927408,municipal,0
2927507,municipal,0
2927606,municipal,0
2927705,municipal,0
2927804,municipal,0
2927903,municipal,0
2928059,municipal,0
2928109,municipal,0
2928406,municipal,0
2928505,municipal,0
2928000,municipal,0
2928208,municipal,0
2928307,municipal,0
2928604,municipal,0
2928703,municipal,0
2928802,municipal,0
2928901,municipal,0
2928950,municipal,0
2929107,municipal,0
2929008,municipal,0
2929057,municipal,0
2929206,municipal,0
2929255,municipal,0
2929305,municipal,0
2929354,municipal,0
2929370,municipal,0
2929404,municipal,0
2929503,municipal,0
2929602,municipal,0
2929701,municipal,0
2929750,municipal,0
2929800,municipal,0
2929909,municipal,0
2930006,municipal,0
2930105,municipal,0
2930204,municipal,0
2930154,municipal,0
2930303,municipal,0
2930402,municipal,0
2930501,municipal,0
2930600,municipal,0
2930709,municipal,0
2930758,municipal,0
2930766,municipal,0
2930774,municipal,0
2930808,municipal,0
2930907,municipal,0
2931004,municipal,0
2931053,municipal,0
2931103,municipal,0
2931202,municipal,0
2931301,municipal,0
2931350,municipal,0
2931400,municipal,0
2931509,municipal,0
2931608,municipal,0
2931707,municipal,0
2931806,municipal,0
2931905,municipal,0
2932002,municipal,0
2932101,municipal,0
2932200,municipal,0
2932309,municipal,0
2932408,municipal,0
2932457,municipal,0
2932507,municipal,0
2932606,municipal,0
2932705,municipal,0
2932804,municipal,0
2932903,municipal,0
2933000,municipal,0
2933059,municipal,0
2933109,municipal,0
2933158,municipal,0
2933174,municipal,0
2933208,municipal,0
2933257,municipal,0
2933307,municipal,0
2933406,municipal,0
2933455,municipal,0
2933505,municipal,0
2933604,municipal,338
3100104,municipal,0
3100203,municipal,0
3100302,municipal,0
3100401,municipal,0
3100500,municipal,0
3100609,municipal,0
3100708,municipal,0
3100807,municipal,0
3100906,municipal,0
3101003,municipal,0
3101102,municipal,0
3101201,municipal,0
3101300,municipal,0
3101409,municipal,0
3101508,municipal,0
3101607,municipal,0
3101631,municipal,0
3101706,municipal,0
3101805,municipal,0
3101904,municipal,0
3102001,municipal,0
3102050,municipal,0
3153509,municipal,0
3102100,municipal,0
3102209,municipal,0
3102308,municipal,0
3102407,municipal,0
3102506,municipal,0
3102605,municipal,0
3102803,municipal,0
3102852,municipal,0
3102902,municipal,0
3103009,municipal,0
3103108,municipal,0
3103207,municipal,0
3103306,municipal,0
3103405,municipal,0
3103504,municipal,0
3103603,municipal,0
3103702,municipal,0
3103751,municipal,0
3103801,municipal,0
3103900,municipal,0
3104007,municipal,0
3104106,municipal,0
3104205,municipal,0
3104304,municipal,0
3104403,municipal,0
3104452,municipal,0
3104502,municipal,0
3104601,municipal,0
3104700,municipal,0
3104809,municipal,0
3104908,municipal,0
3105004,municipal,0
3105103,municipal,0
3105202,municipal,0
3105301,municipal,0
3105400,municipal,0
3105509,municipal,0
3105608,municipal,0
3105707,municipal,0
3105905,municipal,0
3106002,municipal,0
3106101,municipal,0
3106200,municipal,0
3106309,municipal,0
3106408,municipal,0
3106507,municipal,0
3106655,municipal,0
3106606,municipal,0
3106705,municipal,0
3106804,municipal,0
3106903,municipal,0
3107000,municipal,0
3107109,municipal,0
3107208,municipal,0
3107307,municipal,0
3107406,municipal,0
3107505,municipal,0
3107604,municipal,0
3107703,municipal,0
3107802,municipal,0
3107901,municipal,0
3108008,municipal,0
3108107,municipal,0
3108206,municipal,0
3108255,municipal,0
3108305,municipal,0
3108404,municipal,0
3108503,municipal,0
3108701,municipal,0
3108552,municipal,0
3108602,municipal,0
3108800,municipal,0
3108909,municipal,0
3109006,municipal,0
3109105,municipal,0
3109204,municipal,0
3109253,municipal,0
3109303,municipal,0
3109402,municipal,0
3109451,municipal,0
3109501,municipal,0
3109600,municipal,0
3109709,municipal,0
3102704,municipal,0
3109808,municipal,0
3109907,municipal,0
3110004,municipal,0
3110103,municipal,0
3110202,municipal,0
3110301,municipal,0
3110400,municipal,0
3110509,municipal,0
3110608,municipal,0
3110707,municipal,0
3110806,municipal,0
3110905,municipal,0
3111002,municipal,0
3111101,municipal,0
3111150,municipal,0
3111200,municipal,0
3111309,municipal,0
3111408,municipal,0
3111507,municipal,0
3111606,municipal,0
3111903,municipal,0
3111705,municipal,0
3111804,municipal,0
3112000,municipal,0
3112059,municipal,0
3112109,municipal,0
3112208,municipal,0
3112307,municipal,0
3112406,municipal,0
3112505,municipal,0
3112604,municipal,0
3112653,municipal,0
3112703,municipal,0
3112802,municipal,0
3112901,municipal,0
3113008,municipal,0
3113107,municipal,0
3113206,municipal,0
3113305,municipal,0
3113404,municipal,0
3113503,municipal,0
3113602,municipal,0
3113701,municipal,0
3113800,municipal,0
3113909,municipal,0
3114006,municipal,0
3114105,municipal,0
3114204,municipal,0
3114303,municipal,0
3114402,municipal,0
3114501,municipal,0
3114550,municipal,0
3114600,municipal,0
3114709,municipal,0
3114808,municipal,0
3114907,municipal,0
3115003,municipal,0
3115102,municipal,0
3115300,municipal,0
3115359,municipal,0
3115409,municipal,0
3115458,municipal,0
3115474,municipal,0
3115508,municipal,0
3115607,municipal,0
3115706,municipal,0
3115805,municipal,0
3115904,municipal,0
3116001,municipal,0
3116100,municipal,0
3116159,municipal,0
3116209,municipal,0
3116308,municipal,0
3116407,municipal,0
3116506,municipal,0
3116605,municipal,0
3116704,municipal,0
3116803,municipal,0
3116902,municipal,0
3117009,municipal,0
3117108,municipal,0
3115201,municipal,0
3117306,municipal,0
3117207,municipal,0
3117405,municipal,0
3117504,municipal,0
3117603,municipal,0
3117702,municipal,0
3117801,municipal,0
3117836,municipal,0
3117876,municipal,0
3117900,municipal,0
3118007,municipal,0
3118106,municipal,0
3118205,municipal,0
3118304,municipal,0
3118403,municipal,0
3118502,municipal,0
3118601,municipal,0
3118700,municipal,0
3118809,municipal,0
3118908,municipal,0
3119005,municipal,0
3119104,municipal,0
3119203,municipal,0
3119302,municipal,0
3119401,municipal,0
3119500,municipal,0
3119609,municipal,0
3119708,municipal,0
3119807,municipal,0
3119906,municipal,0
3119955,municipal,0
3120003,municipal,0
3120102,municipal,0
3120151,municipal,0
3120201,municipal,0
3120300,municipal,0
3120409,municipal,0
3120508,municipal,0
3120607,municipal,0
3120706,municipal,0
3120805,municipal,0
3120839,municipal,0
3120870,municipal,0
3120904,municipal,0
3121001,municipal,0
3121100,municipal,0
3121209,municipal,0
3121258,municipal,0
3121308,municipal,0
3121407,municipal,0
3121506,municipal,0
3121605,municipal,0
3121704,municipal,0
3121803,municipal,0
3121902,municipal,0
3122009,municipal,0
3122108,municipal,0
3122207,municipal,0
3122306,municipal,0
3122355,municipal,0
3122405,municipal,0
3122454,municipal,0
3122470,municipal,0
3122504,municipal,0
3122603,municipal,0
3122702,municipal,0
3122801,municipal,0
3122900,municipal,0
3123007,municipal,0
3123106,municipal,0
3123205,municipal,0
3123304,municipal,0
3123403,municipal,0
3123502,municipal,0
3123528,municipal,0
3123601,municipal,0
3123700,municipal,0
3123809,municipal,0
3123858,municipal,0
3123908,municipal,0
3124005,municipal,0
3124104,municipal,0
3124203,municipal,0
3124302,municipal,0
3124401,municipal,0
3124500,municipal,0
3124609,municipal,0
3124708,municipal,0
3124807,municipal,0
3124906,municipal,0
3125002,municipal,0
3125101,municipal,0
3125200,municipal,0
3125309,municipal,0
3125408,municipal,0
3125606,municipal,0
3125705,municipal,0
3125804,municipal,0
3125903,municipal,0
3125952,municipal,0
3126000,municipal,0
3126109,municipal,0
3126208,municipal,0
3126307,municipal,0
3126406,municipal,0
3126505,municipal,0
3126604,municipal,0
3126703,municipal,0
3126752,municipal,0
3126802,municipal,0
3126901,municipal,0
3126950,municipal,0
3127008,municipal,0
3127057,municipal,0
3127073,municipal,0
3127107,municipal,0
3127206,municipal,0
3127305,municipal,0
3127339,municipal,0
3127354,municipal,0
3127370,municipal,0
3127388,municipal,0
3127404,municipal,0
3127503,municipal,0
3127602,municipal,0
3127701,municipal,0
3127800,municipal,0
3127909,municipal,0
3128006,municipal,0
3128105,municipal,0
3128204,municipal,0
3128253,municipal,0
3128303,municipal,0
3128402,municipal,0
3128501,municipal,0
3128600,municipal,0
3128709,municipal,0
3128808,municipal,0
3128907,municipal,0
3129004,municipal,0
3129103,municipal,0
3129202,municipal,0
3129301,municipal,0
3129400,municipal,0
3129509,municipal,0
3129608,municipal,0
3129657,municipal,0
3129707,municipal,0
3129806,municipal,0
3129905,municipal,0
3130002,municipal,0
3130051,municipal,0
3130101,municipal,0
3130200,municipal,0
3130309,municipal,0
3130408,municipal,0
3130507,municipal,0
3130556,municipal,0
3130606,municipal,0
3130655,municipal,0
3130705,municipal,0
3130804,municipal,0
3130903,municipal,0
3131000,municipal,0
3131109,municipal,0
3131158,municipal,0
3131208,municipal,0
3131307,municipal,0
3131406,municipal,0
3131505,municipal,0
3131604,municipal,0
3131703,municipal,0
3131802,municipal,0
3131901,municipal,0
3132008,municipal,0
3132107,municipal,0
3132206,municipal,0
3132305,municipal,0
3132404,municipal,0
3132503,municipal,0
3132602,municipal,0
3132701,municipal,0
3132800,municipal,0
3132909,municipal,0
3133006,municipal,0
3133105,municipal,0
3133204,municipal,0
3133303,municipal,0
3133402,municipal,0
3133501,municipal,0
3133600,municipal,0
3133709,municipal,0
3133758,municipal,0
3133808,municipal,0
3133907,municipal,0
3134004,municipal,0
3134103,municipal,0
3134202,municipal,0
3134301,municipal,0
3134400,municipal,0
3134509,municipal,0
3134608,municipal,0
3134707,municipal,0
3134806,municipal,0
3134905,municipal,0
3135001,municipal,0
3135050,municipal,0
3135076,municipal,0
3135100,municipal,0
3135209,municipal,0
3135308,municipal,0
3135357,municipal,0
3135407,municipal,0
3135456,municipal,0
3135506,municipal,0
3135605,municipal,0
3135704,municipal,0
3135803,municipal,0
3135902,municipal,0
3136009,municipal,0
3136108,municipal,0
3136207,municipal,0
3136306,municipal,0
3136405,municipal,0
3136504,municipal,0
3136520,municipal,0
3136553,municipal,0
3136579,municipal,0
3136652,municipal,0
3136702,municipal,0
3136801,municipal,0
3136900,municipal,0
3136959,municipal,0
3137007,municipal,0
3137106,municipal,0
3137205,municipal,0
3137304,municipal,0
3137403,municipal,0
3137502,municipal,0
3137536,municipal,0
3137601,municipal,0
3137700,municipal,0
3137809,municipal,0
3137908,municipal,0
3138005,municipal,0
3138104,municipal,0
3138203,municipal,0
3138302,municipal,0
3138351,municipal,0
3138401,municipal,0
3138500,municipal,0
3138609,municipal,0
3138625,municipal,0
3138658,municipal,0
3138674,municipal,0
3138682,municipal,0
3138708,municipal,0
3138807,municipal,0
3138906,municipal,0
3139003,municipal,0
3139102,municipal,0
3139201,municipal,0
3139250,municipal,0
3139300,municipal,0
3139409,municipal,0
3139508,municipal,0
3139607,municipal,0
3139805,municipal,0
3139706,municipal,0
3139904,municipal,0
3140001,municipal,0
3140100,municipal,0
3140159,municipal,0
3140209,municipal,0
3140308,municipal,0
3140407,municipal,0
3140506,municipal,0
3140530,municipal,0
3140555,municipal,0
3140605,municipal,0
3140704,municipal,0
3171501,municipal,0
3140803,municipal,0
3140852,municipal,0
3140902,municipal,0
3141009,municipal,0
3141108,municipal,0
3141207,municipal,0
3141306,municipal,0
3141405,municipal,0
3141504,municipal,0
3141603,municipal,0
3141702,municipal,0
3141801,municipal,0
3141900,municipal,0
3142007,municipal,0
3142106,municipal,0
3142205,municipal,0
3142254,municipal,0
3142304,municipal,0
3142403,municipal,0
3142502,municipal,0
3142601,municipal,0
3142700,municipal,0
3142809,municipal,29
3142908,municipal,0
3143005,municipal,0
3143104,municipal,0
3143153,municipal,0
3143203,municipal,0
3143401,municipal,0
3143302,municipal,0
3143450,municipal,0
3143500,municipal,0
3143609,municipal,0
3143708,municipal,0
3143807,municipal,0
3143906,municipal,0
3144003,municipal,0
3144102,municipal,0
3144201,municipal,0
3144300,municipal,0
3144359,municipal,0
3144375,municipal,0
3144409,municipal,0
3144508,municipal,0
3144607,municipal,0
3144656,municipal,0
3144672,municipal,0
