municipality_code,administrative_dependency,rural_high_school_enrollments
3548005,private,0
3548054,private,0
3548104,private,0
3548203,private,0
3548302,private,0
3548401,private,0
3548500,private,0
3548609,private,0
3548708,private,0
3548807,private,0
3548906,private,51
3549003,private,0
3549102,private,0
3549201,private,0
3549250,private,0
3549300,private,0
3549409,private,0
3549508,private,0
3549607,private,0
3549706,private,0
3549805,private,49
3549904,private,0
3549953,private,0
3550001,private,0
3550100,private,0
3550209,private,0
3550308,private,0
3550407,private,0
3550506,private,0
3550605,private,0
3550704,private,0
3550803,private,0
3550902,private,0
3551009,private,0
3551108,private,0
3551207,private,0
3551306,private,0
3551405,private,0
3551603,private,0
3551504,private,0
3551702,private,0
3551801,private,0
3551900,private,0
3552007,private,0
3552106,private,0
3552205,private,0
3552304,private,0
3552403,private,0
3552551,private,0
3552502,private,0
3552601,private,0
3552700,private,0
3552809,private,0
3552908,private,0
3553005,private,0
3553104,private,0
3553203,private,0
3553302,private,0
3553401,private,0
3553500,private,0
3553609,private,0
3553658,private,0
3553708,private,0
3553807,private,0
3553856,private,0
3553906,private,0
3553955,private,0
3554003,private,0
3554102,private,0
3554201,private,0
3554300,private,0
3554409,private,0
3554508,private,0
3554607,private,0
3554656,private,0
3554706,private,0
3554755,private,0
3554805,private,0
3554904,private,0
3554953,private,0
3555000,private,0
3555109,private,0
3555208,private,0
3555307,private,0
3555356,private,0
3555406,private,0
3555505,private,0
3555604,private,0
3555703,private,0
3555802,private,0
3555901,private,0
3556008,private,0
3556107,private,0
3556206,private,0
3556305,private,0
3556354,private,0
3556404,private,0
3556453,private,0
3556503,private,0
3556602,private,0
3556701,private,0
3556800,private,0
3556909,private,0
3556958,private,0
3557006,private,0
3557105,private,0
3557154,private,0
4100103,private,0
4100202,private,0
4100301,private,0
4100400,private,0
4100459,private,0
4128625,private,0
4100608,private,0
4100707,private,0
4100509,private,28
4100806,private,0
4100905,private,0
4101002,private,0
4101051,private,0
4101101,private,0
4101150,private,0
4101200,private,0
4101309,private,0
4101408,private,0
4101507,private,0
4101606,private,0
4101655,private,0
4101705,private,0
4101804,private,0
4101853,private,0
4101903,private,0
4102000,private,0
4102109,private,0
4102208,private,0
4102307,private,0
4102406,private,0
4102505,private,0
4102703,private,0
4102604,private,0
4102752,private,0
4102802,private,0
4102901,private,0
4103008,private,0
4103024,private,0
4103040,private,0
4103057,private,0
4103107,private,0
4103156,private,0
4103206,private,0
4103222,private,0
4103305,private,0
4103354,private,96
4103370,private,0
4103404,private,0
4103453,private,0
4103479,private,0
4103503,private,0
4103602,private,0
4103701,private,0
4103800,private,0
4103909,private,0
4103958,private,0
4104006,private,0
4104055,private,0
4104105,private,0
4104204,private,0
4104253,private,0
4104303,private,0
4104402,private,0
4104428,private,0
4104451,private,0
4104501,private,0
4104600,private,0
4104659,private,0
4104709,private,0
4104808,private,0
4104907,private,76
4105003,private,0
4105102,private,0
4105201,private,0
4105300,private,0
4105409,private,0
4105508,private,0
4105607,private,0
4105706,private,0
4105805,private,0
4105904,private,0
4106001,private,0
4106100,private,0
4106209,private,0
4106308,private,0
4106407,private,0
4106456,private,0
4106506,private,0
4106555,private,0
4106803,private,0
4106571,private,0
4106605,private,0
4106704,private,0
4106852,private,0
4106902,private,0
4107009,private,0
4107157,private,0
4107108,private,0
4107124,private,0
4107207,private,0
4107256,private,0
4107306,private,0
4128633,private,0
4107405,private,0
4107504,private,0
4107538,private,0
4107520,private,0
4107546,private,0
4107553,private,0
4107603,private,0
4107652,private,0
4107702,private,0
4107736,private,0
4107751,private,0
4107850,private,0
4107801,private,0
4107900,private,0
4108007,private,0
4108106,private,0
4108205,private,0
4108304,private,0
4108452,private,0
4108320,private,0
4108403,private,0
4108502,private,0
4108551,private,0
4108601,private,0
4108650,private,0
4108700,private,0
4108809,private,0
4108908,private,0
4108957,private,0
4109005,private,0
4109104,private,0
4109203,private,0
4109302,private,0
4109401,private,0
4109500,private,0
4109609,private,0
4109658,private,0
4109708,private,0
4109757,private,0
4109807,private,0
4109906,private,0
4110003,private,0
4110052,private,0
4110078,private,0
4110102,private,0
4110201,private,0
4110300,private,0
4110409,private,0
4110508,private,0
4110607,private,0
4110656,private,0
4110706,private,0
4110805,private,0
4110904,private,0
4110953,private,0
4111001,private,0
4111100,private,0
4111209,private,0
4111258,private,0
4111308,private,0
4111407,private,0
4111506,private,0
4111555,private,0
4111605,private,169
4111704,private,0
4111803,private,0
4111902,private,0
4112009,private,0
4112108,private,0
4112207,private,0
4112306,private,0
4112405,private,0
4112504,private,0
4112603,private,0
4112702,private,0
4112751,private,0
4112801,private,0
4112900,private,0
4112959,private,0
4113007,private,0
4113106,private,0
4113205,private,0
4113254,private,0
4113304,private,0
4113403,private,0
4113429,private,0
4113452,private,0
4113502,private,0
4113601,private,0
4113700,private,0
4113734,private,0
4113759,private,0
4113809,private,0
4113908,private,0
4114005,private,0
4114104,private,0
4114203,private,0
4114302,private,0
4114351,private,0
4114401,private,0
4114500,private,0
4114609,private,0
4114708,private,0
4114807,private,0
4114906,private,0
4115002,private,0
4115101,private,0
4115200,private,0
4115309,private,0
4115358,private,0
4115408,private,0
4115457,private,0
4115507,private,0
4115606,private,0
4115705,private,0
4115739,private,0
4115754,private,0
4115804,private,0
4115853,private,0
4115903,private,0
4116000,private,0
4116059,private,0
4116109,private,0
4116208,private,0
4116307,private,0
4116406,private,0
4116505,private,0
4116604,private,0
4116703,private,0
4116802,private,0
4116901,private,0
4116950,private,0
4117008,private,0
4117057,private,0
4117107,private,0
4117206,private,0
4117255,private,0
4117214,private,0
4117222,private,0
4117271,private,0
4117297,private,0
4117305,private,0
4117404,private,0
4117453,private,0
4117503,private,0
4117602,private,0
4117701,private,0
4117800,private,0
4117909,private,0
4118006,private,0
4118105,private,0
4118204,private,0
4118303,private,0
4118402,private,0
4118451,private,0
4118501,private,0
4118600,private,0
4118709,private,0
4118808,private,0
4118857,private,0
4118907,private,0
4119004,private,0
4119103,private,0
4119152,private,0
4119251,private,0
4119202,private,0
4119301,private,0
4119400,private,0
4119509,private,0
4119608,private,0
4119657,private,0
4119707,private,0
4119806,private,0
4119905,private,0
4119954,private,0
4120002,private,0
4120101,private,0
4120150,private,0
4120200,private,0
4120309,private,0
4120333,private,0
4120358,private,0
4120408,private,0
4120507,private,0
4120606,private,0
4120655,private,0
4120705,private,0
4120804,private,0
4120853,private,0
4120903,private,0
4121000,private,0
4121109,private,0
4121208,private,0
4121257,private,0
4121307,private,0
4121356,private,0
4121406,private,0
4121505,private,0
4121604,private,0
4121703,private,0
4121752,private,0
4121802,private,0
4121901,private,0
4122008,private,0
4122107,private,0
4122156,private,0
4122172,private,0
4122206,private,0
4122305,private,0
4122404,private,0
4122503,private,0
4122602,private,0
4122651,private,0
4122701,private,0
4122800,private,0
4122909,private,0
4123006,private,0
4123105,private,0
4123204,private,0
4123303,private,0
4123402,private,0
4123501,private,0
4123600,private,0
4123709,private,0
4123808,private,0
4123824,private,0
4123857,private,0
4123907,private,0
4123956,private,0
4124020,private,0
4124053,private,0
4124004,private,0
4124103,private,0
4124202,private,0
4124301,private,0
4124400,private,0
4124509,private,0
4124608,private,0
4124707,private,0
4124806,private,0
4124905,private,0
4125001,private,0
4125100,private,0
4125209,private,0
4125308,private,0
4125357,private,0
4125407,private,0
4125456,private,0
4125506,private,0
4125555,private,0
4125605,private,0
4125704,private,0
4125753,private,0
4125803,private,0
4125902,private,0
4126009,private,0
4126108,private,0
4126207,private,0
4126256,private,0
4126272,private,0
4126306,private,0
4126355,private,0
4126405,private,0
4126504,private,0
4126603,private,0
4126652,private,0
4126678,private,0
4126702,private,0
4126801,private,0
4126900,private,0
4127007,private,0
4127106,private,0
4127205,private,21
4127304,private,0
4127403,private,0
4127502,private,0
4127601,private,0
4127700,private,0
4127809,private,0
4127858,private,0
4127882,private,0
4127908,private,0
4127957,private,0
4127965,private,0
4128005,private,0
4128104,private,0
4128203,private,0
4128302,private,0
4128401,private,0
4128534,private,0
4128559,private,0
4128609,private,0
4128658,private,0
4128708,private,0
4128500,private,0
4128807,private,0
4200051,private,0
4200101,private,0
4200200,private,0
4200309,private,0
4200408,private,0
4200507,private,0
4200556,private,0
4200606,private,0
4200705,private,0
4200754,private,0
4200804,private,0
4200903,private,0
4201000,private,0
4201109,private,0
4201208,private,0
4201257,private,0
4201273,private,0
4201307,private,520
4201406,private,0
4201505,private,0
4201604,private,0
4201653,private,0
4201703,private,0
4201802,private,0
4201901,private,0
4201950,private,0
4202057,private,0
4202008,private,0
4202073,private,0
4212809,private,0
4220000,private,0
4202081,private,0
4202099,private,0
4202107,private,0
4202131,private,0
4202156,private,0
4202206,private,0
4202305,private,0
4202404,private,0
4202438,private,0
4202503,private,0
4202537,private,0
4202578,private,0
4202602,private,0
4202453,private,0
4202701,private,0
4202800,private,140
4202859,private,0
4202875,private,0
4202909,private,0
4203006,private,0
4203105,private,0
4203154,private,0
4203204,private,0
4203303,private,0
4203402,private,0
4203501,private,0
4203600,private,0
4203709,private,0
4203808,private,0
4203253,private,0
4203907,private,0
4203956,private,0
4204004,private,0
4204103,private,0
4204152,private,0
4204178,private,0
4204194,private,0
4204202,private,0
4204251,private,0
4204301,private,0
4204350,private,0
4204400,private,0
4204459,private,0
4204558,private,0
4204509,private,0
4204608,private,0
4204707,private,0
4204756,private,0
4204806,private,0
4204905,private,0
4205001,private,0
4205100,private,0
4205159,private,0
4205175,private,0
4205191,private,0
4205209,private,0
4205308,private,0
4205357,private,0
4205407,private,0
4205431,private,0
4205456,private,0
4205506,private,0
4205555,private,0
4205605,private,0
4205704,private,0
4205803,private,0
4205902,private,0
4206009,private,0
4206108,private,0
4206207,private,0
4206306,private,0
4206405,private,0
4206504,private,0
4206603,private,0
4206652,private,0
4206702,private,0
4206751,private,0
4206801,private,0
4206900,private,0
4207007,private,0
4207106,private,0
4207205,private,0
4207304,private,0
4207403,private,0
4207502,private,0
4207577,private,0
4207601,private,0
4207650,private,0
4207684,private,0
4207700,private,0
4207759,private,0
4207809,private,0
4207858,private,0
4207908,private,0
4208005,private,0
4208104,private,0
4208203,private,0
4208302,private,0
4208401,private,0
4208450,private,0
4208500,private,0
4208609,private,0
4208708,private,0
4208807,private,0
4208906,private,0
4208955,private,0
4209003,private,0
4209102,private,0
4209151,private,0
4209177,private,0
4209201,private,0
4209300,private,0
4209409,private,0
4209458,private,0
4209508,private,0
4209607,private,0
4209706,private,0
4209805,private,0
4209854,private,0
4209904,private,0
4210001,private,0
4210035,private,0
4210050,private,0
4210100,private,0
4210209,private,0
4210308,private,0
4210407,private,0
4210506,private,0
4210555,private,0
4210605,private,0
4210704,private,0
4210803,private,0
4210852,private,0
4210902,private,0
4211009,private,0
4211058,private,0
4211108,private,0
4211207,private,0
4211256,private,0
4211306,private,0
4211405,private,0
4211454,private,0
4211504,private,0
4211603,private,0
4211652,private,0
4211702,private,0
4211751,private,0
4211801,private,0
4211850,private,0
4211876,private,0
4211892,private,0
4211900,private,0
4212007,private,0
4212056,private,0
4212106,private,0
4212205,private,0
4212239,private,0
4212254,private,0
4212270,private,0
4212304,private,0
4212403,private,0
4212502,private,0
4212601,private,0
4212650,private,0
4212700,private,0
4212908,private,0
4213005,private,0
4213104,private,0
4213153,private,0
4213203,private,0
4213302,private,0
4213351,private,0
4213401,private,0
4213500,private,0
4213609,private,0
4213708,private,0
4213807,private,0
4213906,private,0
4214003,private,0
4214102,private,0
4214151,private,0
4214201,private,0
4214300,private,0
4214409,private,0
4214508,private,0
4214607,private,0
4214805,private,0
4214706,private,0
4214904,private,0
4215000,private,0
4215059,private,0
4215075,private,0
4215109,private,0
4215208,private,0
4215307,private,0
4215356,private,0
4215406,private,0
4215455,private,0
4215505,private,0
4215554,private,0
4215604,private,0
4215653,private,0
4215679,private,0
4215687,private,0
4215695,private,0
4215703,private,0
4215802,private,0
4215752,private,0
4215901,private,0
4216008,private,0
4216057,private,0
