cod_ibge,regiao,uf,municipio,localizacao,dependencia,num_escolas
2104206,Nordeste ,Maranhão ,Fortuna ,Rural,Federal,0
2104305,Nordeste ,Maranhão ,Godofredo Viana ,Rural,Federal,0
2104404,Nordeste ,Maranhão ,Gonçalves Dias ,Rural,Federal,0
2104503,Nordeste ,Maranhão ,Governador Archer ,Rural,Federal,0
2104552,Nordeste ,Maranhão ,Governador Edison Lobão ,Rural,Federal,0
2104602,Nordeste ,Maranhão ,Governador Eugênio Barros ,Rural,Federal,0
2104628,Nordeste ,Maranhão ,Governador Luiz Rocha ,Rural,Federal,0
2104651,Nordeste ,Maranhão ,Governador Newton Bello ,Rural,Federal,0
2104677,Nordeste ,Maranhão ,Governador Nunes Freire ,Rural,Federal,0
2104701,Nordeste ,Maranhão ,Graça Aranha ,Rural,Federal,0
2104800,Nordeste ,Maranhão ,Grajaú ,Rural,Federal,0
2104909,Nordeste ,Maranhão ,Guimarães ,Rural,Federal,0
2105005,Nordeste ,Maranhão ,Humberto de Campos ,Rural,Federal,0
2105104,Nordeste ,Maranhão ,Icatu ,Rural,Federal,0
2105153,Nordeste ,Maranhão ,Igarapé do Meio ,Rural,Federal,0
2105203,Nordeste ,Maranhão ,Igarapé Grande ,Rural,Federal,0
2105302,Nordeste ,Maranhão ,Imperatriz ,Rural,Federal,0
2105351,Nordeste ,Maranhão ,Itaipava do Grajaú ,Rural,Federal,0
2105401,Nordeste ,Maranhão ,Itapecuru Mirim ,Rural,Federal,0
2105427,Nordeste ,Maranhão ,Itinga do Maranhão ,Rural,Federal,0
2105450,Nordeste ,Maranhão ,Jatobá ,Rural,Federal,0
2105476,Nordeste ,Maranhão ,Jenipapo dos Vieiras ,Rural,Federal,0
2105500,Nordeste ,Maranhão ,João Lisboa ,Rural,Federal,0
2105609,Nordeste ,Maranhão ,Joselândia ,Rural,Federal,0
2105658,Nordeste ,Maranhão ,Junco do Maranhão ,Rural,Federal,0
2105708,Nordeste ,Maranhão ,Lago da Pedra ,Rural,Federal,0
2105807,Nordeste ,Maranhão ,Lago do Junco ,Rural,Federal,0
2105948,Nordeste ,Maranhão ,Lago dos Rodrigues ,Rural,Federal,0
2105906,Nordeste ,Maranhão ,Lago Verde ,Rural,Federal,0
2105922,Nordeste ,Maranhão ,Lagoa do Mato ,Rural,Federal,0
2105963,Nordeste ,Maranhão ,Lagoa Grande do Maranhão ,Rural,Federal,0
2105989,Nordeste ,Maranhão ,Lajeado Novo ,Rural,Federal,0
2106003,Nordeste ,Maranhão ,Lima Campos ,Rural,Federal,0
2106102,Nordeste ,Maranhão ,Loreto ,Rural,Federal,0
2106201,Nordeste ,Maranhão ,Luís Domingues ,Rural,Federal,0
2106300,Nordeste ,Maranhão ,Magalhães de Almeida ,Rural,Federal,0
2106326,Nordeste ,Maranhão ,Maracaçumé ,Rural,Federal,0
2106359,Nordeste ,Maranhão ,Marajá do Sena ,Rural,Federal,0
2106375,Nordeste ,Maranhão ,Maranhãozinho ,Rural,Federal,0
2106409,Nordeste ,Maranhão ,Mata Roma ,Rural,Federal,0
2106508,Nordeste ,Maranhão ,Matinha ,Rural,Federal,0
2106607,Nordeste ,Maranhão ,Matões ,Rural,Federal,0
2106631,Nordeste ,Maranhão ,Matões do Norte ,Rural,Federal,0
2106672,Nordeste ,Maranhão ,Milagres do Maranhão ,Rural,Federal,0
2106706,Nordeste ,Maranhão ,Mirador ,Rural,Federal,0
2106755,Nordeste ,Maranhão ,Miranda do Norte ,Rural,Federal,0
2106805,Nordeste ,Maranhão ,Mirinzal ,Rural,Federal,0
2106904,Nordeste ,Maranhão ,Monção ,Rural,Federal,0
2107001,Nordeste ,Maranhão ,Montes Altos ,Rural,Federal,0
2107100,Nordeste ,Maranhão ,Morros ,Rural,Federal,0
2107209,Nordeste ,Maranhão ,Nina Rodrigues ,Rural,Federal,0
2107258,Nordeste ,Maranhão ,Nova Colinas ,Rural,Federal,0
2107308,Nordeste ,Maranhão ,Nova Iorque ,Rural,Federal,0
2107357,Nordeste ,Maranhão ,Nova Olinda do Maranhão ,Rural,Federal,0
2107407,Nordeste ,Maranhão ,Olho d'Água das Cunhãs ,Rural,Federal,0
2107456,Nordeste ,Maranhão ,Olinda Nova do Maranhão ,Rural,Federal,0
2107506,Nordeste ,Maranhão ,Paço do Lumiar ,Rural,Federal,0
2107605,Nordeste ,Maranhão ,Palmeirândia ,Rural,Federal,0
2107704,Nordeste ,Maranhão ,Paraibano ,Rural,Federal,0
2107803,Nordeste ,Maranhão ,Parnarama ,Rural,Federal,0
2107902,Nordeste ,Maranhão ,Passagem Franca ,Rural,Federal,0
2108009,Nordeste ,Maranhão ,Pastos Bons ,Rural,Federal,0
2108058,Nordeste ,Maranhão ,Paulino Neves ,Rural,Federal,0
2108108,Nordeste ,Maranhão ,Paulo Ramos ,Rural,Federal,0
2108207,Nordeste ,Maranhão ,Pedreiras ,Rural,Federal,0
2108256,Nordeste ,Maranhão ,Pedro do Rosário ,Rural,Federal,0
2108306,Nordeste ,Maranhão ,Penalva ,Rural,Federal,0
2108405,Nordeste ,Maranhão ,Peri Mirim ,Rural,Federal,0
2108454,Nordeste ,Maranhão ,Peritoró ,Rural,Federal,0
2108504,Nordeste ,Maranhão ,Pindaré-Mirim ,Rural,Federal,0
2108603,Nordeste ,Maranhão ,Pinheiro ,Rural,Federal,0
2108702,Nordeste ,Maranhão ,Pio XII ,Rural,Federal,0
2108801,Nordeste ,Maranhão ,Pirapemas ,Rural,Federal,0
2108900,Nordeste ,Maranhão ,Poção de Pedras ,Rural,Federal,0
2109007,Nordeste ,Maranhão ,Porto Franco ,Rural,Federal,0
2109056,Nordeste ,Maranhão ,Porto Rico do Maranhão ,Rural,Federal,0
2109106,Nordeste ,Maranhão ,Presidente Dutra ,Rural,Federal,204
2109205,Nordeste ,Maranhão ,Presidente Juscelino ,Rural,Federal,0
2109239,Nordeste ,Maranhão ,Presidente Médici ,Rural,Federal,0
2109270,Nordeste ,Maranhão ,Presidente Sarney ,Rural,Federal,0
2109304,Nordeste ,Maranhão ,Presidente Vargas ,Rural,Federal,0
2109403,Nordeste ,Maranhão ,Primeira Cruz ,Rural,Federal,0
2109452,Nordeste ,Maranhão ,Raposa ,Rural,Federal,0
2109502,Nordeste ,Maranhão ,Riachão ,Rural,Federal,0
2109551,Nordeste ,Maranhão ,Ribamar Fiquene ,Rural,Federal,0
2109601,Nordeste ,Maranhão ,Rosário ,Rural,Federal,360
2109700,Nordeste ,Maranhão ,Sambaíba ,Rural,Federal,0
2109759,Nordeste ,Maranhão ,Santa Filomena do Maranhão ,Rural,Federal,0
2109809,Nordeste ,Maranhão ,Santa Helena ,Rural,Federal,0
2109908,Nordeste ,Maranhão ,Santa Inês ,Rural,Federal,0
2110005,Nordeste ,Maranhão ,Santa Luzia ,Rural,Federal,0
2110039,Nordeste ,Maranhão ,Santa Luzia do Paruá ,Rural,Federal,0
2110104,Nordeste ,Maranhão ,Santa Quitéria do Maranhão ,Rural,Federal,0
2110203,Nordeste ,Maranhão ,Santa Rita ,Rural,Federal,0
2110237,Nordeste ,Maranhão ,Santana do Maranhão ,Rural,Federal,0
2110278,Nordeste ,Maranhão ,Santo Amaro do Maranhão ,Rural,Federal,0
2110302,Nordeste ,Maranhão ,Santo Antônio dos Lopes ,Rural,Federal,0
2110401,Nordeste ,Maranhão ,São Benedito do Rio Preto ,Rural,Federal,0
2110500,Nordeste ,Maranhão ,São Bento ,Rural,Federal,0
2110609,Nordeste ,Maranhão ,São Bernardo ,Rural,Federal,0
2110658,Nordeste ,Maranhão ,São Domingos do Azeitão ,Rural,Federal,0
2110708,Nordeste ,Maranhão ,São Domingos do Maranhão ,Rural,Federal,0
2110807,Nordeste ,Maranhão ,São Félix de Balsas ,Rural,Federal,0
2110856,Nordeste ,Maranhão ,São Francisco do Brejão ,Rural,Federal,0
2110906,Nordeste ,Maranhão ,São Francisco do Maranhão ,Rural,Federal,0
2111003,Nordeste ,Maranhão ,São João Batista ,Rural,Federal,0
2111029,Nordeste ,Maranhão ,São João do Carú ,Rural,Federal,0
2111052,Nordeste ,Maranhão ,São João do Paraíso ,Rural,Federal,0
2111078,Nordeste ,Maranhão ,São João do Soter ,Rural,Federal,0
2111102,Nordeste ,Maranhão ,São João dos Patos ,Rural,Federal,0
2111201,Nordeste ,Maranhão ,São José de Ribamar ,Rural,Federal,0
2111250,Nordeste ,Maranhão ,São José dos Basílios ,Rural,Federal,0
2111300,Nordeste ,Maranhão ,São Luís ,Rural,Federal,780
2111409,Nordeste ,Maranhão ,São Luís Gonzaga do Maranhão ,Rural,Federal,0
2111508,Nordeste ,Maranhão ,São Mateus do Maranhão ,Rural,Federal,0
2111532,Nordeste ,Maranhão ,São Pedro da Água Branca ,Rural,Federal,0
2111573,Nordeste ,Maranhão ,São Pedro dos Crentes ,Rural,Federal,0
2111607,Nordeste ,Maranhão ,São Raimundo das Mangabeiras ,Rural,Federal,353
2111631,Nordeste ,Maranhão ,São Raimundo do Doca Bezerra ,Rural,Federal,0
2111672,Nordeste ,Maranhão ,São Roberto ,Rural,Federal,0
2111706,Nordeste ,Maranhão ,São Vicente Ferrer ,Rural,Federal,0
2111722,Nordeste ,Maranhão ,Satubinha ,Rural,Federal,0
2111748,Nordeste ,Maranhão ,Senador Alexandre Costa ,Rural,Federal,0
2111763,Nordeste ,Maranhão ,Senador La Rocque ,Rural,Federal,0
2111789,Nordeste ,Maranhão ,Serrano do Maranhão ,Rural,Federal,0
2111805,Nordeste ,Maranhão ,Sítio Novo ,Rural,Federal,0
2111904,Nordeste ,Maranhão ,Sucupira do Norte ,Rural,Federal,0
2111953,Nordeste ,Maranhão ,Sucupira do Riachão ,Rural,Federal,0
2112001,Nordeste ,Maranhão ,Tasso Fragoso ,Rural,Federal,0
2112100,Nordeste ,Maranhão ,Timbiras ,Rural,Federal,0
2112209,Nordeste ,Maranhão ,Timon ,Rural,Federal,0
2112233,Nordeste ,Maranhão ,Trizidela do Vale ,Rural,Federal,0
2112274,Nordeste ,Maranhão ,Tufilândia ,Rural,Federal,0
2112308,Nordeste ,Maranhão ,Tuntum ,Rural,Federal,0
2112407,Nordeste ,Maranhão ,Turiaçu ,Rural,Federal,0
2112456,Nordeste ,Maranhão ,Turilândia ,Rural,Federal,0
2112506,Nordeste ,Maranhão ,Tutóia ,Rural,Federal,0
2112605,Nordeste ,Maranhão ,Urbano Santos ,Rural,Federal,0
2112704,Nordeste ,Maranhão ,Vargem Grande ,Rural,Federal,0
2112803,Nordeste ,Maranhão ,Viana ,Rural,Federal,303
2112852,Nordeste ,Maranhão ,Vila Nova dos Martírios ,Rural,Federal,0
2112902,Nordeste ,Maranhão ,Vitória do Mearim ,Rural,Federal,0
2113009,Nordeste ,Maranhão ,Vitorino Freire ,Rural,Federal,0
2114007,Nordeste ,Maranhão ,Zé Doca ,Rural,Federal,0
2200053,Nordeste ,Piauí ,Acauã ,Rural,Federal,0
2200103,Nordeste ,Piauí ,Agricolândia ,Rural,Federal,0
2200202,Nordeste ,Piauí ,Água Branca ,Rural,Federal,0
2200251,Nordeste ,Piauí ,Alagoinha do Piauí ,Rural,Federal,0
2200277,Nordeste ,Piauí ,Alegrete do Piauí ,Rural,Federal,0
2200301,Nordeste ,Piauí ,Alto Longá ,Rural,Federal,0
2200400,Nordeste ,Piauí ,Altos ,Rural,Federal,0
2200459,Nordeste ,Piauí ,Alvorada do Gurguéia ,Rural,Federal,0
2200509,Nordeste ,Piauí ,Amarante ,Rural,Federal,0
2200608,Nordeste ,Piauí ,Angical do Piauí ,Rural,Federal,0
2200707,Nordeste ,Piauí ,Anísio de Abreu ,Rural,Federal,0
2200806,Nordeste ,Piauí ,Antônio Almeida ,Rural,Federal,0
2200905,Nordeste ,Piauí ,Aroazes ,Rural,Federal,0
2200954,Nordeste ,Piauí ,Aroeiras do Itaim ,Rural,Federal,0
2201002,Nordeste ,Piauí ,Arraial ,Rural,Federal,0
2201051,Nordeste ,Piauí ,Assunção do Piauí ,Rural,Federal,0
2201101,Nordeste ,Piauí ,Avelino Lopes ,Rural,Federal,0
2201150,Nordeste ,Piauí ,Baixa Grande do Ribeiro ,Rural,Federal,0
2201176,Nordeste ,Piauí ,Barra D'Alcântara ,Rural,Federal,0
2201200,Nordeste ,Piauí ,Barras ,Rural,Federal,0
2201309,Nordeste ,Piauí ,Barreiras do Piauí ,Rural,Federal,0
2201408,Nordeste ,Piauí ,Barro Duro ,Rural,Federal,0
2201507,Nordeste ,Piauí ,Batalha ,Rural,Federal,0
2201556,Nordeste ,Piauí ,Bela Vista do Piauí ,Rural,Federal,0
2201572,Nordeste ,Piauí ,Belém do Piauí ,Rural,Federal,0
2201606,Nordeste ,Piauí ,Beneditinos ,Rural,Federal,0
2201705,Nordeste ,Piauí ,Bertolínia ,Rural,Federal,0
2201739,Nordeste ,Piauí ,Betânia do Piauí ,Rural,Federal,0
2201770,Nordeste ,Piauí ,Boa Hora ,Rural,Federal,0
2201804,Nordeste ,Piauí ,Bocaina ,Rural,Federal,0
2201903,Nordeste ,Piauí ,Bom Jesus ,Rural,Federal,0
2201919,Nordeste ,Piauí ,Bom Princípio do Piauí ,Rural,Federal,0
2201929,Nordeste ,Piauí ,Bonfim do Piauí ,Rural,Federal,0
2201945,Nordeste ,Piauí ,Boqueirão do Piauí ,Rural,Federal,0
2201960,Nordeste ,Piauí ,Brasileira ,Rural,Federal,0
2201988,Nordeste ,Piauí ,Brejo do Piauí ,Rural,Federal,0
2202000,Nordeste ,Piauí ,Buriti dos Lopes ,Rural,Federal,0
2202026,Nordeste ,Piauí ,Buriti dos Montes ,Rural,Federal,0
2202059,Nordeste ,Piauí ,Cabeceiras do Piauí ,Rural,Federal,0
2202075,Nordeste ,Piauí ,Cajazeiras do Piauí ,Rural,Federal,0
2202083,Nordeste ,Piauí ,Cajueiro da Praia ,Rural,Federal,0
2202091,Nordeste ,Piauí ,Caldeirão Grande do Piauí ,Rural,Federal,0
2202109,Nordeste ,Piauí ,Campinas do Piauí ,Rural,Federal,0
2202117,Nordeste ,Piauí ,Campo Alegre do Fidalgo ,Rural,Federal,0
2202133,Nordeste ,Piauí ,Campo Grande do Piauí ,Rural,Federal,0
2202174,Nordeste ,Piauí ,Campo Largo do Piauí ,Rural,Federal,0
2202208,Nordeste ,Piauí ,Campo Maior ,Rural,Federal,0
2202251,Nordeste ,Piauí ,Canavieira ,Rural,Federal,0
2202307,Nordeste ,Piauí ,Canto do Buriti ,Rural,Federal,0
2202406,Nordeste ,Piauí ,Capitão de Campos ,Rural,Federal,0
2202455,Nordeste ,Piauí ,Capitão Gervásio Oliveira ,Rural,Federal,0
2202505,Nordeste ,Piauí ,Caracol ,Rural,Federal,0
2202539,Nordeste ,Piauí ,Caraúbas do Piauí ,Rural,Federal,0
2202554,Nordeste ,Piauí ,Caridade do Piauí ,Rural,Federal,0
2202604,Nordeste ,Piauí ,Castelo do Piauí ,Rural,Federal,0
2202653,Nordeste ,Piauí ,Caxingó ,Rural,Federal,0
2202703,Nordeste ,Piauí ,Cocal ,Rural,Federal,456
2202711,Nordeste ,Piauí ,Cocal de Telha ,Rural,Federal,0
2202729,Nordeste ,Piauí ,Cocal dos Alves ,Rural,Federal,0
2202737,Nordeste ,Piauí ,Coivaras ,Rural,Federal,0
2202752,Nordeste ,Piauí ,Colônia do Gurguéia ,Rural,Federal,0
2202778,Nordeste ,Piauí ,Colônia do Piauí ,Rural,Federal,0
2202802,Nordeste ,Piauí ,Conceição do Canindé ,Rural,Federal,0
2202851,Nordeste ,Piauí ,Coronel José Dias ,Rural,Federal,0
2202901,Nordeste ,Piauí ,Corrente ,Rural,Federal,0
2203008,Nordeste ,Piauí ,Cristalândia do Piauí ,Rural,Federal,0
2203107,Nordeste ,Piauí ,Cristino Castro ,Rural,Federal,0
2203206,Nordeste ,Piauí ,Curimatá ,Rural,Federal,0
2203230,Nordeste ,Piauí ,Currais ,Rural,Federal,0
2203271,Nordeste ,Piauí ,Curral Novo do Piauí ,Rural,Federal,0
2203255,Nordeste ,Piauí ,Curralinhos ,Rural,Federal,0
2203305,Nordeste ,Piauí ,Demerval Lobão ,Rural,Federal,0
2203354,Nordeste ,Piauí ,Dirceu Arcoverde ,Rural,Federal,0
2203404,Nordeste ,Piauí ,Dom Expedito Lopes ,Rural,Federal,0
2203453,Nordeste ,Piauí ,Dom Inocêncio ,Rural,Federal,0
2203420,Nordeste ,Piauí ,Domingos Mourão ,Rural,Federal,0
2203503,Nordeste ,Piauí ,Elesbão Veloso ,Rural,Federal,0
2203602,Nordeste ,Piauí ,Eliseu Martins ,Rural,Federal,0
2203701,Nordeste ,Piauí ,Esperantina ,Rural,Federal,0
2203750,Nordeste ,Piauí ,Fartura do Piauí ,Rural,Federal,0
2203800,Nordeste ,Piauí ,Flores do Piauí ,Rural,Federal,0
2203859,Nordeste ,Piauí ,Floresta do Piauí ,Rural,Federal,0
2203909,Nordeste ,Piauí ,Floriano ,Rural,Federal,0
2204006,Nordeste ,Piauí ,Francinópolis ,Rural,Federal,0
2204105,Nordeste ,Piauí ,Francisco Ayres ,Rural,Federal,0
2204154,Nordeste ,Piauí ,Francisco Macedo ,Rural,Federal,0
2204204,Nordeste ,Piauí ,Francisco Santos ,Rural,Federal,0
2204303,Nordeste ,Piauí ,Fronteiras ,Rural,Federal,0
2204352,Nordeste ,Piauí ,Geminiano ,Rural,Federal,0
2204402,Nordeste ,Piauí ,Gilbués ,Rural,Federal,0
2204501,Nordeste ,Piauí ,Guadalupe ,Rural,Federal,0
2204550,Nordeste ,Piauí ,Guaribas ,Rural,Federal,0
2204600,Nordeste ,Piauí ,Hugo Napoleão ,Rural,Federal,0
2204659,Nordeste ,Piauí ,Ilha Grande ,Rural,Federal,0
2204709,Nordeste ,Piauí ,Inhuma ,Rural,Federal,0
2204808,Nordeste ,Piauí ,Ipiranga do Piauí ,Rural,Federal,0
2204907,Nordeste ,Piauí ,Isaías Coelho ,Rural,Federal,0
2205003,Nordeste ,Piauí ,Itainópolis ,Rural,Federal,0
2205102,Nordeste ,Piauí ,Itaueira ,Rural,Federal,0
2205151,Nordeste ,Piauí ,Jacobina do Piauí ,Rural,Federal,0
2205201,Nordeste ,Piauí ,Jaicós ,Rural,Federal,0
2205250,Nordeste ,Piauí ,Jardim do Mulato ,Rural,Federal,0
2205276,Nordeste ,Piauí ,Jatobá do Piauí ,Rural,Federal,0
2205300,Nordeste ,Piauí ,Jerumenha ,Rural,Federal,0
2205359,Nordeste ,Piauí ,João Costa ,Rural,Federal,0
2205409,Nordeste ,Piauí ,Joaquim Pires ,Rural,Federal,0
2205458,Nordeste ,Piauí ,Joca Marques ,Rural,Federal,0
2205508,Nordeste ,Piauí ,José de Freitas ,Rural,Federal,0
2205516,Nordeste ,Piauí ,Juazeiro do Piauí ,Rural,Federal,0
2205524,Nordeste ,Piauí ,Júlio Borges ,Rural,Federal,0
2205532,Nordeste ,Piauí ,Jurema ,Rural,Federal,0
2205557,Nordeste ,Piauí ,Lagoa Alegre ,Rural,Federal,0
2205573,Nordeste ,Piauí ,Lagoa de São Francisco ,Rural,Federal,0
2205565,Nordeste ,Piauí ,Lagoa do Barro do Piauí ,Rural,Federal,0
2205581,Nordeste ,Piauí ,Lagoa do Piauí ,Rural,Federal,0
2205599,Nordeste ,Piauí ,Lagoa do Sítio ,Rural,Federal,0
2205540,Nordeste ,Piauí ,Lagoinha do Piauí ,Rural,Federal,0
2205607,Nordeste ,Piauí ,Landri Sales ,Rural,Federal,0
2205706,Nordeste ,Piauí ,Luís Correia ,Rural,Federal,0
2205805,Nordeste ,Piauí ,Luzilândia ,Rural,Federal,0
2205854,Nordeste ,Piauí ,Madeiro ,Rural,Federal,0
2205904,Nordeste ,Piauí ,Manoel Emídio ,Rural,Federal,0
2205953,Nordeste ,Piauí ,Marcolândia ,Rural,Federal,0
2206001,Nordeste ,Piauí ,Marcos Parente ,Rural,Federal,0
2206050,Nordeste ,Piauí ,Massapê do Piauí ,Rural,Federal,0
2206100,Nordeste ,Piauí ,Matias Olímpio ,Rural,Federal,0
2206209,Nordeste ,Piauí ,Miguel Alves ,Rural,Federal,0
2206308,Nordeste ,Piauí ,Miguel Leão ,Rural,Federal,0
2206357,Nordeste ,Piauí ,Milton Brandão ,Rural,Federal,0
2206407,Nordeste ,Piauí ,Monsenhor Gil ,Rural,Federal,0
2206506,Nordeste ,Piauí ,Monsenhor Hipólito ,Rural,Federal,0
2206605,Nordeste ,Piauí ,Monte Alegre do Piauí ,Rural,Federal,0
2206654,Nordeste ,Piauí ,Morro Cabeça no Tempo ,Rural,Federal,0
2206670,Nordeste ,Piauí ,Morro do Chapéu do Piauí ,Rural,Federal,0
2206696,Nordeste ,Piauí ,Murici dos Portelas ,Rural,Federal,0
2206704,Nordeste ,Piauí ,Nazaré do Piauí ,Rural,Federal,0
2206720,Nordeste ,Piauí ,Nazária ,Rural,Federal,0
2206753,Nordeste ,Piauí ,Nossa Senhora de Nazaré ,Rural,Federal,0
2206803,Nordeste ,Piauí ,Nossa Senhora dos Remédios ,Rural,Federal,0
2207959,Nordeste ,Piauí ,Nova Santa Rita ,Rural,Federal,0
2206902,Nordeste ,Piauí ,Novo Oriente do Piauí ,Rural,Federal,0
2206951,Nordeste ,Piauí ,Novo Santo Antônio ,Rural,Federal,0
2207009,Nordeste ,Piauí ,Oeiras ,Rural,Federal,0
2207108,Nordeste ,Piauí ,Olho D'Água do Piauí ,Rural,Federal,0
2207207,Nordeste ,Piauí ,Padre Marcos ,Rural,Federal,0
2207306,Nordeste ,Piauí ,Paes Landim ,Rural,Federal,0
2207355,Nordeste ,Piauí ,Pajeú do Piauí ,Rural,Federal,0
2207405,Nordeste ,Piauí ,Palmeira do Piauí ,Rural,Federal,0
2207504,Nordeste ,Piauí ,Palmeirais ,Rural,Federal,0
2207553,Nordeste ,Piauí ,Paquetá ,Rural,Federal,0
2207603,Nordeste ,Piauí ,Parnaguá ,Rural,Federal,0
2207702,Nordeste ,Piauí ,Parnaíba ,Rural,Federal,0
2207751,Nordeste ,Piauí ,Passagem Franca do Piauí ,Rural,Federal,0
2207777,Nordeste ,Piauí ,Patos do Piauí ,Rural,Federal,0
2207793,Nordeste ,Piauí ,Pau D'Arco do Piauí ,Rural,Federal,0
2207801,Nordeste ,Piauí ,Paulistana ,Rural,Federal,0
2207850,Nordeste ,Piauí ,Pavussu ,Rural,Federal,0
2207900,Nordeste ,Piauí ,Pedro II ,Rural,Federal,0
2207934,Nordeste ,Piauí ,Pedro Laurentino ,Rural,Federal,0
2208007,Nordeste ,Piauí ,Picos ,Rural,Federal,0
2208106,Nordeste ,Piauí ,Pimenteiras ,Rural,Federal,0
2208205,Nordeste ,Piauí ,Pio IX ,Rural,Federal,188
2208304,Nordeste ,Piauí ,Piracuruca ,Rural,Federal,0
2208403,Nordeste ,Piauí ,Piripiri ,Rural,Federal,0
2208502,Nordeste ,Piauí ,Porto ,Rural,Federal,0
2208551,Nordeste ,Piauí ,Porto Alegre do Piauí ,Rural,Federal,0
2208601,Nordeste ,Piauí ,Prata do Piauí ,Rural,Federal,0
2208650,Nordeste ,Piauí ,Queimada Nova ,Rural,Federal,0
2208700,Nordeste ,Piauí ,Redenção do Gurguéia ,Rural,Federal,0
2208809,Nordeste ,Piauí ,Regeneração ,Rural,Federal,0
2208858,Nordeste ,Piauí ,Riacho Frio ,Rural,Federal,0
2208874,Nordeste ,Piauí ,Ribeira do Piauí ,Rural,Federal,0
2208908,Nordeste ,Piauí ,Ribeiro Gonçalves ,Rural,Federal,0
2209005,Nordeste ,Piauí ,Rio Grande do Piauí ,Rural,Federal,0
2209104,Nordeste ,Piauí ,Santa Cruz do Piauí ,Rural,Federal,0
2209153,Nordeste ,Piauí ,Santa Cruz dos Milagres ,Rural,Federal,0
2209203,Nordeste ,Piauí ,Santa Filomena ,Rural,Federal,0
2209302,Nordeste ,Piauí ,Santa Luz ,Rural,Federal,0
2209377,Nordeste ,Piauí ,Santa Rosa do Piauí ,Rural,Federal,0
2209351,Nordeste ,Piauí ,Santana do Piauí ,Rural,Federal,0
2209401,Nordeste ,Piauí ,Santo Antônio de Lisboa ,Rural,Federal,0
2209450,Nordeste ,Piauí ,Santo Antônio dos Milagres ,Rural,Federal,0
2209500,Nordeste ,Piauí ,Santo Inácio do Piauí ,Rural,Federal,0
2209559,Nordeste ,Piauí ,São Braz do Piauí ,Rural,Federal,0
2209609,Nordeste ,Piauí ,São Félix do Piauí ,Rural,Federal,0
2209658,Nordeste ,Piauí ,São Francisco de Assis do Piauí ,Rural,Federal,0
2209708,Nordeste ,Piauí ,São Francisco do Piauí ,Rural,Federal,0
2209757,Nordeste ,Piauí ,São Gonçalo do Gurguéia ,Rural,Federal,0
2209807,Nordeste ,Piauí ,São Gonçalo do Piauí ,Rural,Federal,0
2209856,Nordeste ,Piauí ,São João da Canabrava ,Rural,Federal,0
2209872,Nordeste ,Piauí ,São João da Fronteira ,Rural,Federal,0
2209906,Nordeste ,Piauí ,São João da Serra ,Rural,Federal,0
2209955,Nordeste ,Piauí ,São João da Varjota ,Rural,Federal,0
2209971,Nordeste ,Piauí ,São João do Arraial ,Rural,Federal,0
2210003,Nordeste ,Piauí ,São João do Piauí ,Rural,Federal,0
2210052,Nordeste ,Piauí ,São José do Divino ,Rural,Federal,0
2210102,Nordeste ,Piauí ,São José do Peixe ,Rural,Federal,0
2210201,Nordeste ,Piauí ,São José do Piauí ,Rural,Federal,0
2210300,Nordeste ,Piauí ,São Julião ,Rural,Federal,0
2210359,Nordeste ,Piauí ,São Lourenço do Piauí ,Rural,Federal,0
2210375,Nordeste ,Piauí ,São Luis do Piauí ,Rural,Federal,0
2210383,Nordeste ,Piauí ,São Miguel da Baixa Grande ,Rural,Federal,0
2210391,Nordeste ,Piauí ,São Miguel do Fidalgo ,Rural,Federal,0
2210409,Nordeste ,Piauí ,São Miguel do Tapuio ,Rural,Federal,0
2210508,Nordeste ,Piauí ,São Pedro do Piauí ,Rural,Federal,0
2210607,Nordeste ,Piauí ,São Raimundo Nonato ,Rural,Federal,0
2210623,Nordeste ,Piauí ,Sebastião Barros ,Rural,Federal,0
2210631,Nordeste ,Piauí ,Sebastião Leal ,Rural,Federal,0
2210656,Nordeste ,Piauí ,Sigefredo Pacheco ,Rural,Federal,0
2210706,Nordeste ,Piauí ,Simões ,Rural,Federal,0
2210805,Nordeste ,Piauí ,Simplício Mendes ,Rural,Federal,0
2210904,Nordeste ,Piauí ,Socorro do Piauí ,Rural,Federal,0
2210938,Nordeste ,Piauí ,Sussuapara ,Rural,Federal,0
2210953,Nordeste ,Piauí ,Tamboril do Piauí ,Rural,Federal,0
2210979,Nordeste ,Piauí ,Tanque do Piauí ,Rural,Federal,0
2211001,Nordeste ,Piauí ,Teresina ,Rural,Federal,0
2211100,Nordeste ,Piauí ,União ,Rural,Federal,0
2211209,Nordeste ,Piauí ,Uruçuí ,Rural,Federal,484
2211308,Nordeste ,Piauí ,Valença do Piauí ,Rural,Federal,0
2211357,Nordeste ,Piauí ,Várzea Branca ,Rural,Federal,0
2211407,Nordeste ,Piauí ,Várzea Grande ,Rural,Federal,0
2211506,Nordeste ,Piauí ,Vera Mendes ,Rural,Federal,0
2211605,Nordeste ,Piauí ,Vila Nova do Piauí ,Rural,Federal,0
2211704,Nordeste ,Piauí ,Wall Ferraz ,Rural,Federal,0
2300101,Nordeste ,Ceará ,Abaiara ,Rural,Federal,0
2300150,Nordeste ,Ceará ,Acarape ,Rural,Federal,0
2300200,Nordeste ,Ceará ,Acaraú ,Rural,Federal,0
2300309,Nordeste ,Ceará ,Acopiara ,Rural,Federal,0
2300408,Nordeste ,Ceará ,Aiuaba ,Rural,Federal,0
