"Tabela 6873 - Número de estabelecimentos agropecuários e Número de tratores, implementos e máquinas existentes nos estabelecimentos agropecuários, por tipologia, tratores, implementos e máquinas existentes no estabelecimento agropecuário, condição do produtor em relação às terras e grupos de atividade econômica - Ranking ascendente"
"Variável - Número de estabelecimentos agropecuários (Unidades)"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"Ano x Tipologia x Tratores, implementos e máquinas existentes no estabelecimento agropecuário"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"2017"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"Total"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"Tratores"
"4306734";"Doutor Maurício Cardoso (RS)";"Total";"1";"Total";"398"
"4306759";"Doutor Ricardo (RS)";"Total";"1";"Total";"146"
"4306767";"Eldorado do Sul (RS)";"Total";"1";"Total";"121"
"4306809";"Encantado (RS)";"Total";"1";"Total";"155"
"4306908";"Encruzilhada do Sul (RS)";"Total";"1";"Total";"806"
"4306924";"Engenho Velho (RS)";"Total";"1";"Total";"82"
"4306932";"Entre-Ijuís (RS)";"Total";"1";"Total";"501"
"4306957";"Entre Rios do Sul (RS)";"Total";"1";"Total";"95"
"4306973";"Erebango (RS)";"Total";"1";"Total";"148"
"4307005";"Erechim (RS)";"Total";"1";"Total";"617"
"4307054";"Ernestina (RS)";"Total";"1";"Total";"244"
"4307104";"Herval (RS)";"Total";"1";"Total";"276"
"4307203";"Erval Grande (RS)";"Total";"1";"Total";"163"
"4307302";"Erval Seco (RS)";"Total";"1";"Total";"315"
"4307401";"Esmeralda (RS)";"Total";"1";"Total";"134"
"4307450";"Esperança do Sul (RS)";"Total";"1";"Total";"106"
"4307500";"Espumoso (RS)";"Total";"1";"Total";"654"
"4307559";"Estação (RS)";"Total";"1";"Total";"155"
"4307609";"Estância Velha (RS)";"Total";"1";"Total";"44"
"4307708";"Esteio (RS)";"Total";"1";"Total";"1"
"4307807";"Estrela (RS)";"Total";"1";"Total";"508"
"4307815";"Estrela Velha (RS)";"Total";"1";"Total";"275"
"4307831";"Eugênio de Castro (RS)";"Total";"1";"Total";"221"
"4307864";"Fagundes Varela (RS)";"Total";"1";"Total";"262"
"4307906";"Farroupilha (RS)";"Total";"1";"Total";"1011"
"4308003";"Faxinal do Soturno (RS)";"Total";"1";"Total";"328"
"4308052";"Faxinalzinho (RS)";"Total";"1";"Total";"123"
"4308078";"Fazenda Vilanova (RS)";"Total";"1";"Total";"97"
"4308102";"Feliz (RS)";"Total";"1";"Total";"251"
"4308201";"Flores da Cunha (RS)";"Total";"1";"Total";"1011"
"4308250";"Floriano Peixoto (RS)";"Total";"1";"Total";"190"
"4308300";"Fontoura Xavier (RS)";"Total";"1";"Total";"304"
"4308409";"Formigueiro (RS)";"Total";"1";"Total";"407"
"4308433";"Forquetinha (RS)";"Total";"1";"Total";"150"
"4308458";"Fortaleza dos Valos (RS)";"Total";"1";"Total";"267"
"4308508";"Frederico Westphalen (RS)";"Total";"1";"Total";"436"
"4308607";"Garibaldi (RS)";"Total";"1";"Total";"618"
"4308656";"Garruchos (RS)";"Total";"1";"Total";"144"
"4308706";"Gaurama (RS)";"Total";"1";"Total";"352"
"4308805";"General Câmara (RS)";"Total";"1";"Total";"293"
"4308854";"Gentil (RS)";"Total";"1";"Total";"178"
"4308904";"Getúlio Vargas (RS)";"Total";"1";"Total";"351"
"4309001";"Giruá (RS)";"Total";"1";"Total";"688"
"4309050";"Glorinha (RS)";"Total";"1";"Total";"207"
"4309100";"Gramado (RS)";"Total";"1";"Total";"169"
"4309126";"Gramado dos Loureiros (RS)";"Total";"1";"Total";"110"
"4309159";"Gramado Xavier (RS)";"Total";"1";"Total";"227"
"4309209";"Gravataí (RS)";"Total";"1";"Total";"207"
"4309258";"Guabiju (RS)";"Total";"1";"Total";"172"
"4309308";"Guaíba (RS)";"Total";"1";"Total";"159"
"4309407";"Guaporé (RS)";"Total";"1";"Total";"355"
"4309506";"Guarani das Missões (RS)";"Total";"1";"Total";"474"
"4309555";"Harmonia (RS)";"Total";"1";"Total";"312"
"4309571";"Herveiras (RS)";"Total";"1";"Total";"199"
"4309605";"Horizontina (RS)";"Total";"1";"Total";"340"
"4309654";"Hulha Negra (RS)";"Total";"1";"Total";"437"
"4309704";"Humaitá (RS)";"Total";"1";"Total";"288"
"4309753";"Ibarama (RS)";"Total";"1";"Total";"196"
"4309803";"Ibiaçá (RS)";"Total";"1";"Total";"381"
"4309902";"Ibiraiaras (RS)";"Total";"1";"Total";"484"
"4309951";"Ibirapuitã (RS)";"Total";"1";"Total";"245"
"4310009";"Ibirubá (RS)";"Total";"1";"Total";"868"
"4310108";"Igrejinha (RS)";"Total";"1";"Total";"72"
"4310207";"Ijuí (RS)";"Total";"1";"Total";"1122"
"4310306";"Ilópolis (RS)";"Total";"1";"Total";"300"
"4310330";"Imbé (RS)";"Total";"1";"Total";"6"
"4310363";"Imigrante (RS)";"Total";"1";"Total";"139"
"4310405";"Independência (RS)";"Total";"1";"Total";"400"
"4310413";"Inhacorá (RS)";"Total";"1";"Total";"86"
"4310439";"Ipê (RS)";"Total";"1";"Total";"524"
"4310462";"Ipiranga do Sul (RS)";"Total";"1";"Total";"236"
"4310504";"Iraí (RS)";"Total";"1";"Total";"252"
"4310538";"Itaara (RS)";"Total";"1";"Total";"67"
"4310553";"Itacurubi (RS)";"Total";"1";"Total";"176"
"4310579";"Itapuca (RS)";"Total";"1";"Total";"231"
"4310603";"Itaqui (RS)";"Total";"1";"Total";"244"
"4310652";"Itati (RS)";"Total";"1";"Total";"83"
"4310702";"Itatiba do Sul (RS)";"Total";"1";"Total";"120"
"4310751";"Ivorá (RS)";"Total";"1";"Total";"243"
"4310801";"Ivoti (RS)";"Total";"1";"Total";"106"
"4310850";"Jaboticaba (RS)";"Total";"1";"Total";"132"
"4310876";"Jacuizinho (RS)";"Total";"1";"Total";"149"
"4310900";"Jacutinga (RS)";"Total";"1";"Total";"169"
"4311007";"Jaguarão (RS)";"Total";"1";"Total";"276"
"4311106";"Jaguari (RS)";"Total";"1";"Total";"915"
"4311122";"Jaquirana (RS)";"Total";"1";"Total";"172"
"4311130";"Jari (RS)";"Total";"1";"Total";"256"
"4311155";"Jóia (RS)";"Total";"1";"Total";"610"
"4311205";"Júlio de Castilhos (RS)";"Total";"1";"Total";"610"
"4311239";"Lagoa Bonita do Sul (RS)";"Total";"1";"Total";"169"
"4311254";"Lagoão (RS)";"Total";"1";"Total";"167"
"4311270";"Lagoa dos Três Cantos (RS)";"Total";"1";"Total";"167"
"4311304";"Lagoa Vermelha (RS)";"Total";"1";"Total";"480"
"4311403";"Lajeado (RS)";"Total";"1";"Total";"171"
"4311429";"Lajeado do Bugre (RS)";"Total";"1";"Total";"75"
"4311502";"Lavras do Sul (RS)";"Total";"1";"Total";"343"
"4311601";"Liberato Salzano (RS)";"Total";"1";"Total";"395"
"4311627";"Lindolfo Collor (RS)";"Total";"1";"Total";"74"
"4311643";"Linha Nova (RS)";"Total";"1";"Total";"135"
"4311700";"Machadinho (RS)";"Total";"1";"Total";"253"
"4311718";"Maçambará (RS)";"Total";"1";"Total";"145"
"4311734";"Mampituba (RS)";"Total";"1";"Total";"101"
"4311759";"Manoel Viana (RS)";"Total";"1";"Total";"259"
"4311775";"Maquiné (RS)";"Total";"1";"Total";"225"
"4311791";"Maratá (RS)";"Total";"1";"Total";"245"
"4311809";"Marau (RS)";"Total";"1";"Total";"879"
"4311908";"Marcelino Ramos (RS)";"Total";"1";"Total";"252"
"4311981";"Mariana Pimentel (RS)";"Total";"1";"Total";"461"
"4312005";"Mariano Moro (RS)";"Total";"1";"Total";"83"
"4312054";"Marques de Souza (RS)";"Total";"1";"Total";"201"
"4312104";"Mata (RS)";"Total";"1";"Total";"249"
"4312138";"Mato Castelhano (RS)";"Total";"1";"Total";"212"
"4312153";"Mato Leitão (RS)";"Total";"1";"Total";"177"
"4312179";"Mato Queimado (RS)";"Total";"1";"Total";"159"
"4312203";"Maximiliano de Almeida (RS)";"Total";"1";"Total";"271"
"4312252";"Minas do Leão (RS)";"Total";"1";"Total";"49"
"4312302";"Miraguaí (RS)";"Total";"1";"Total";"119"
"4312351";"Montauri (RS)";"Total";"1";"Total";"229"
"4312377";"Monte Alegre dos Campos (RS)";"Total";"1";"Total";"365"
"4312385";"Monte Belo do Sul (RS)";"Total";"1";"Total";"407"
"4312401";"Montenegro (RS)";"Total";"1";"Total";"610"
"4312427";"Mormaço (RS)";"Total";"1";"Total";"134"
"4312443";"Morrinhos do Sul (RS)";"Total";"1";"Total";"326"
"4312450";"Morro Redondo (RS)";"Total";"1";"Total";"273"
"4312476";"Morro Reuter (RS)";"Total";"1";"Total";"94"
"4312500";"Mostardas (RS)";"Total";"1";"Total";"294"
"4312609";"Muçum (RS)";"Total";"1";"Total";"104"
"4312617";"Muitos Capões (RS)";"Total";"1";"Total";"204"
"4312625";"Muliterno (RS)";"Total";"1";"Total";"221"
"4312658";"Não-Me-Toque (RS)";"Total";"1";"Total";"335"
"4312674";"Nicolau Vergueiro (RS)";"Total";"1";"Total";"168"
"4312708";"Nonoai (RS)";"Total";"1";"Total";"181"
"4312757";"Nova Alvorada (RS)";"Total";"1";"Total";"266"
"4312807";"Nova Araçá (RS)";"Total";"1";"Total";"164"
"4312906";"Nova Bassano (RS)";"Total";"1";"Total";"454"
"4312955";"Nova Boa Vista (RS)";"Total";"1";"Total";"204"
"4313003";"Nova Bréscia (RS)";"Total";"1";"Total";"161"
"4313011";"Nova Candelária (RS)";"Total";"1";"Total";"255"
"4313037";"Nova Esperança do Sul (RS)";"Total";"1";"Total";"232"
"4313060";"Nova Hartz (RS)";"Total";"1";"Total";"36"
"4313086";"Nova Pádua (RS)";"Total";"1";"Total";"365"
"4313102";"Nova Palma (RS)";"Total";"1";"Total";"429"
"4313201";"Nova Petrópolis (RS)";"Total";"1";"Total";"486"
"4313300";"Nova Prata (RS)";"Total";"1";"Total";"286"
"4313334";"Nova Ramada (RS)";"Total";"1";"Total";"306"
"4313359";"Nova Roma do Sul (RS)";"Total";"1";"Total";"370"
"4313375";"Nova Santa Rita (RS)";"Total";"1";"Total";"163"
"4313391";"Novo Cabrais (RS)";"Total";"1";"Total";"397"
"4313409";"Novo Hamburgo (RS)";"Total";"1";"Total";"125"
"4313425";"Novo Machado (RS)";"Total";"1";"Total";"358"
"4313441";"Novo Tiradentes (RS)";"Total";"1";"Total";"82"
"4313466";"Novo Xingu (RS)";"Total";"1";"Total";"135"
"4313490";"Novo Barreiro (RS)";"Total";"1";"Total";"203"
"4313508";"Osório (RS)";"Total";"1";"Total";"182"
"4313607";"Paim Filho (RS)";"Total";"1";"Total";"257"
"4313656";"Palmares do Sul (RS)";"Total";"1";"Total";"172"
"4313706";"Palmeira das Missões (RS)";"Total";"1";"Total";"464"
"4313805";"Palmitinho (RS)";"Total";"1";"Total";"196"
"4313904";"Panambi (RS)";"Total";"1";"Total";"550"
"4313953";"Pantano Grande (RS)";"Total";"1";"Total";"167"
"4314001";"Paraí (RS)";"Total";"1";"Total";"270"
"4314027";"Paraíso do Sul (RS)";"Total";"1";"Total";"665"
"4314035";"Pareci Novo (RS)";"Total";"1";"Total";"247"
"4314050";"Parobé (RS)";"Total";"1";"Total";"66"
"4314068";"Passa Sete (RS)";"Total";"1";"Total";"348"
"4314076";"Passo do Sobrado (RS)";"Total";"1";"Total";"426"
"4314100";"Passo Fundo (RS)";"Total";"1";"Total";"534"
"4314134";"Paulo Bento (RS)";"Total";"1";"Total";"206"
"4314159";"Paverama (RS)";"Total";"1";"Total";"199"
"4314175";"Pedras Altas (RS)";"Total";"1";"Total";"175"
"4314209";"Pedro Osório (RS)";"Total";"1";"Total";"71"
"4314308";"Pejuçara (RS)";"Total";"1";"Total";"197"
"4314407";"Pelotas (RS)";"Total";"1";"Total";"1952"
"4314423";"Picada Café (RS)";"Total";"1";"Total";"84"
"4314456";"Pinhal (RS)";"Total";"1";"Total";"101"
"4314464";"Pinhal da Serra (RS)";"Total";"1";"Total";"118"
"4314472";"Pinhal Grande (RS)";"Total";"1";"Total";"345"
"4314498";"Pinheirinho do Vale (RS)";"Total";"1";"Total";"152"
"4314506";"Pinheiro Machado (RS)";"Total";"1";"Total";"322"
"4314548";"Pinto Bandeira (RS)";"Total";"1";"Total";"316"
"4314555";"Pirapó (RS)";"Total";"1";"Total";"84"
"4314605";"Piratini (RS)";"Total";"1";"Total";"580"
"4314704";"Planalto (RS)";"Total";"1";"Total";"257"
"4314753";"Poço das Antas (RS)";"Total";"1";"Total";"89"
"4314779";"Pontão (RS)";"Total";"1";"Total";"264"
"4314787";"Ponte Preta (RS)";"Total";"1";"Total";"154"
"4314803";"Portão (RS)";"Total";"1";"Total";"161"
"4314902";"Porto Alegre (RS)";"Total";"1";"Total";"170"
"4315008";"Porto Lucena (RS)";"Total";"1";"Total";"301"
"4315057";"Porto Mauá (RS)";"Total";"1";"Total";"161"
"4315073";"Porto Vera Cruz (RS)";"Total";"1";"Total";"63"
"4315107";"Porto Xavier (RS)";"Total";"1";"Total";"177"
"4315131";"Pouso Novo (RS)";"Total";"1";"Total";"93"
"4315149";"Presidente Lucena (RS)";"Total";"1";"Total";"120"
"4315156";"Progresso (RS)";"Total";"1";"Total";"301"
"4315172";"Protásio Alves (RS)";"Total";"1";"Total";"205"
"4315206";"Putinga (RS)";"Total";"1";"Total";"293"
"4315305";"Quaraí (RS)";"Total";"1";"Total";"272"
"4315313";"Quatro Irmãos (RS)";"Total";"1";"Total";"143"
"4315321";"Quevedos (RS)";"Total";"1";"Total";"114"
"4315354";"Quinze de Novembro (RS)";"Total";"1";"Total";"338"
"4315404";"Redentora (RS)";"Total";"1";"Total";"168"
"4315453";"Relvado (RS)";"Total";"1";"Total";"124"
"4315503";"Restinga Sêca (RS)";"Total";"1";"Total";"810"
"4315552";"Rio dos Índios (RS)";"Total";"1";"Total";"196"
"4315602";"Rio Grande (RS)";"Total";"1";"Total";"442"
"4315701";"Rio Pardo (RS)";"Total";"1";"Total";"1052"
"4315750";"Riozinho (RS)";"Total";"1";"Total";"58"
"4315800";"Roca Sales (RS)";"Total";"1";"Total";"267"
"4315909";"Rodeio Bonito (RS)";"Total";"1";"Total";"83"
"4315958";"Rolador (RS)";"Total";"1";"Total";"178"
"4316006";"Rolante (RS)";"Total";"1";"Total";"175"
"4316105";"Ronda Alta (RS)";"Total";"1";"Total";"345"
"4316204";"Rondinha (RS)";"Total";"1";"Total";"466"
"4316303";"Roque Gonzales (RS)";"Total";"1";"Total";"328"
"4316402";"Rosário do Sul (RS)";"Total";"1";"Total";"547"
"4316428";"Sagrada Família (RS)";"Total";"1";"Total";"51"
"4316436";"Saldanha Marinho (RS)";"Total";"1";"Total";"161"
"4316451";"Salto do Jacuí (RS)";"Total";"1";"Total";"160"
"4316477";"Salvador das Missões (RS)";"Total";"1";"Total";"180"
"4316501";"Salvador do Sul (RS)";"Total";"1";"Total";"181"
"4316600";"Sananduva (RS)";"Total";"1";"Total";"793"
"4316709";"Santa Bárbara do Sul (RS)";"Total";"1";"Total";"303"
"4316733";"Santa Cecília do Sul (RS)";"Total";"1";"Total";"224"
"4316758";"Santa Clara do Sul (RS)";"Total";"1";"Total";"154"
"4316808";"Santa Cruz do Sul (RS)";"Total";"1";"Total";"871"
"4316907";"Santa Maria (RS)";"Total";"1";"Total";"923"
"4316956";"Santa Maria do Herval (RS)";"Total";"1";"Total";"191"
"4316972";"Santa Margarida do Sul (RS)";"Total";"1";"Total";"201"
"4317004";"Santana da Boa Vista (RS)";"Total";"1";"Total";"255"
"4317103";"Sant'Ana do Livramento (RS)";"Total";"1";"Total";"925"
"4317202";"Santa Rosa (RS)";"Total";"1";"Total";"796"
"4317251";"Santa Tereza (RS)";"Total";"1";"Total";"187"
"4317301";"Santa Vitória do Palmar (RS)";"Total";"1";"Total";"323"
"4317400";"Santiago (RS)";"Total";"1";"Total";"653"
"4317509";"Santo Ângelo (RS)";"Total";"1";"Total";"643"
"4317558";"Santo Antônio do Palma (RS)";"Total";"1";"Total";"224"
"4317608";"Santo Antônio da Patrulha (RS)";"Total";"1";"Total";"313"
"4317707";"Santo Antônio das Missões (RS)";"Total";"1";"Total";"345"
"4317756";"Santo Antônio do Planalto (RS)";"Total";"1";"Total";"165"
"4317806";"Santo Augusto (RS)";"Total";"1";"Total";"310"
"4317905";"Santo Cristo (RS)";"Total";"1";"Total";"640"
"4317954";"Santo Expedito do Sul (RS)";"Total";"1";"Total";"285"
"4318002";"São Borja (RS)";"Total";"1";"Total";"484"
"4318051";"São Domingos do Sul (RS)";"Total";"1";"Total";"157"
"4318101";"São Francisco de Assis (RS)";"Total";"1";"Total";"873"
"4318200";"São Francisco de Paula (RS)";"Total";"1";"Total";"632"
"4318309";"São Gabriel (RS)";"Total";"1";"Total";"822"
"4318408";"São Jerônimo (RS)";"Total";"1";"Total";"644"
"4318424";"São João da Urtiga (RS)";"Total";"1";"Total";"273"
"4318432";"São João do Polêsine (RS)";"Total";"1";"Total";"96"
"4318440";"São Jorge (RS)";"Total";"1";"Total";"236"
"4318457";"São José das Missões (RS)";"Total";"1";"Total";"119"
"4318465";"São José do Herval (RS)";"Total";"1";"Total";"73"
"4318481";"São José do Hortêncio (RS)";"Total";"1";"Total";"142"
"4318499";"São José do Inhacorá (RS)";"Total";"1";"Total";"129"
"4318507";"São José do Norte (RS)";"Total";"1";"Total";"519"
"4318606";"São José do Ouro (RS)";"Total";"1";"Total";"342"
"4318614";"São José do Sul (RS)";"Total";"1";"Total";"203"
"4318622";"São José dos Ausentes (RS)";"Total";"1";"Total";"217"
"4318705";"São Leopoldo (RS)";"Total";"1";"Total";"30"
"4318804";"São Lourenço do Sul (RS)";"Total";"1";"Total";"2935"
"4318903";"São Luiz Gonzaga (RS)";"Total";"1";"Total";"447"
"4319000";"São Marcos (RS)";"Total";"1";"Total";"469"
"4319109";"São Martinho (RS)";"Total";"1";"Total";"256"
"4319125";"São Martinho da Serra (RS)";"Total";"1";"Total";"163"
"4319158";"São Miguel das Missões (RS)";"Total";"1";"Total";"383"
"4319208";"São Nicolau (RS)";"Total";"1";"Total";"143"
"4319307";"São Paulo das Missões (RS)";"Total";"1";"Total";"351"
"4319356";"São Pedro da Serra (RS)";"Total";"1";"Total";"75"
"4319364";"São Pedro das Missões (RS)";"Total";"1";"Total";"90"
"4319372";"São Pedro do Butiá (RS)";"Total";"1";"Total";"206"
"4319406";"São Pedro do Sul (RS)";"Total";"1";"Total";"511"
"4319505";"São Sebastião do Caí (RS)";"Total";"1";"Total";"316"
"4319604";"São Sepé (RS)";"Total";"1";"Total";"738"
"4319703";"São Valentim (RS)";"Total";"1";"Total";"153"
"4319711";"São Valentim do Sul (RS)";"Total";"1";"Total";"211"
"4319737";"São Valério do Sul (RS)";"Total";"1";"Total";"94"
"4319752";"São Vendelino (RS)";"Total";"1";"Total";"61"
"4319802";"São Vicente do Sul (RS)";"Total";"1";"Total";"294"
"4319901";"Sapiranga (RS)";"Total";"1";"Total";"108"
"4320008";"Sapucaia do Sul (RS)";"Total";"1";"Total";"13"
"4320107";"Sarandi (RS)";"Total";"1";"Total";"460"
"4320206";"Seberi (RS)";"Total";"1";"Total";"277"
"4320230";"Sede Nova (RS)";"Total";"1";"Total";"172"
"4320263";"Segredo (RS)";"Total";"1";"Total";"460"
"4320305";"Selbach (RS)";"Total";"1";"Total";"307"
"4320321";"Senador Salgado Filho (RS)";"Total";"1";"Total";"305"
"4320354";"Sentinela do Sul (RS)";"Total";"1";"Total";"510"
"4320404";"Serafina Corrêa (RS)";"Total";"1";"Total";"287"
"4320453";"Sério (RS)";"Total";"1";"Total";"137"
"4320503";"Sertão (RS)";"Total";"1";"Total";"477"
"4320552";"Sertão Santana (RS)";"Total";"1";"Total";"646"
"4320578";"Sete de Setembro (RS)";"Total";"1";"Total";"193"
"4320602";"Severiano de Almeida (RS)";"Total";"1";"Total";"234"
"4320651";"Silveira Martins (RS)";"Total";"1";"Total";"202"
"4320677";"Sinimbu (RS)";"Total";"1";"Total";"304"
"4320701";"Sobradinho (RS)";"Total";"1";"Total";"305"
"4320800";"Soledade (RS)";"Total";"1";"Total";"538"
"4320859";"Tabaí (RS)";"Total";"1";"Total";"102"
"4320909";"Tapejara (RS)";"Total";"1";"Total";"391"
"4321006";"Tapera (RS)";"Total";"1";"Total";"248"
"4321105";"Tapes (RS)";"Total";"1";"Total";"160"
"4321204";"Taquara (RS)";"Total";"1";"Total";"349"
"4321303";"Taquari (RS)";"Total";"1";"Total";"280"
"4321329";"Taquaruçu do Sul (RS)";"Total";"1";"Total";"150"
"4321352";"Tavares (RS)";"Total";"1";"Total";"236"
"4321402";"Tenente Portela (RS)";"Total";"1";"Total";"304"
"4321436";"Terra de Areia (RS)";"Total";"1";"Total";"143"
"4321451";"Teutônia (RS)";"Total";"1";"Total";"392"
"4321469";"Tio Hugo (RS)";"Total";"1";"Total";"163"
"4321477";"Tiradentes do Sul (RS)";"Total";"1";"Total";"239"
"4321493";"Toropi (RS)";"Total";"1";"Total";"199"
"4321501";"Torres (RS)";"Total";"1";"Total";"206"
"4321600";"Tramandaí (RS)";"Total";"1";"Total";"29"
"4321626";"Travesseiro (RS)";"Total";"1";"Total";"127"
"4321634";"Três Arroios (RS)";"Total";"1";"Total";"236"
"4321667";"Três Cachoeiras (RS)";"Total";"1";"Total";"286"
"4321709";"Três Coroas (RS)";"Total";"1";"Total";"112"
"4321808";"Três de Maio (RS)";"Total";"1";"Total";"703"
"4321832";"Três Forquilhas (RS)";"Total";"1";"Total";"141"
"4321857";"Três Palmeiras (RS)";"Total";"1";"Total";"138"
"4321907";"Três Passos (RS)";"Total";"1";"Total";"416"
"4321956";"Trindade do Sul (RS)";"Total";"1";"Total";"166"
"4322004";"Triunfo (RS)";"Total";"1";"Total";"517"
"4322103";"Tucunduva (RS)";"Total";"1";"Total";"305"
"4322152";"Tunas (RS)";"Total";"1";"Total";"188"
"4322186";"Tupanci do Sul (RS)";"Total";"1";"Total";"153"
"4322202";"Tupanciretã (RS)";"Total";"1";"Total";"563"
"4322251";"Tupandi (RS)";"Total";"1";"Total";"157"
"4322301";"Tuparendi (RS)";"Total";"1";"Total";"501"
"4322327";"Turuçu (RS)";"Total";"1";"Total";"293"
"4322343";"Ubiretama (RS)";"Total";"1";"Total";"304"
"4322350";"União da Serra (RS)";"Total";"1";"Total";"199"
"4322376";"Unistalda (RS)";"Total";"1";"Total";"111"
"4322400";"Uruguaiana (RS)";"Total";"1";"Total";"566"
"4322509";"Vacaria (RS)";"Total";"1";"Total";"571"
"4322525";"Vale Verde (RS)";"Total";"1";"Total";"192"
"4322533";"Vale do Sol (RS)";"Total";"1";"Total";"732"
"4322541";"Vale Real (RS)";"Total";"1";"Total";"93"
"4322558";"Vanini (RS)";"Total";"1";"Total";"195"
"4322608";"Venâncio Aires (RS)";"Total";"1";"Total";"1880"
"4322707";"Vera Cruz (RS)";"Total";"1";"Total";"781"
"4322806";"Veranópolis (RS)";"Total";"1";"Total";"471"
"4322855";"Vespasiano Corrêa (RS)";"Total";"1";"Total";"240"
"4322905";"Viadutos (RS)";"Total";"1";"Total";"334"
"4323002";"Viamão (RS)";"Total";"1";"Total";"516"
"4323101";"Vicente Dutra (RS)";"Total";"1";"Total";"288"
"4323200";"Victor Graeff (RS)";"Total";"1";"Total";"336"
"4323309";"Vila Flores (RS)";"Total";"1";"Total";"193"
"4323358";"Vila Lângaro (RS)";"Total";"1";"Total";"281"
"4323408";"Vila Maria (RS)";"Total";"1";"Total";"419"
"4323457";"Vila Nova do Sul (RS)";"Total";"1";"Total";"152"
"4323507";"Vista Alegre (RS)";"Total";"1";"Total";"159"
"4323606";"Vista Alegre do Prata (RS)";"Total";"1";"Total";"195"
"4323705";"Vista Gaúcha (RS)";"Total";"1";"Total";"110"
"4323754";"Vitória das Missões (RS)";"Total";"1";"Total";"283"
"4323770";"Westfália (RS)";"Total";"1";"Total";"201"
"4323804";"Xangri-lá (RS)";"Total";"1";"Total";"6"
"5000203";"Água Clara (MS)";"Total";"1";"Total";"299"
"5000252";"Alcinópolis (MS)";"Total";"1";"Total";"311"
"5000609";"Amambai (MS)";"Total";"1";"Total";"402"
"5000708";"Anastácio (MS)";"Total";"1";"Total";"268"
"5000807";"Anaurilândia (MS)";"Total";"1";"Total";"322"
"5000856";"Angélica (MS)";"Total";"1";"Total";"88"
"5000906";"Antônio João (MS)";"Total";"1";"Total";"101"
"5001003";"Aparecida do Taboado (MS)";"Total";"1";"Total";"384"
"5001102";"Aquidauana (MS)";"Total";"1";"Total";"403"
"5001243";"Aral Moreira (MS)";"Total";"1";"Total";"240"
"5001508";"Bandeirantes (MS)";"Total";"1";"Total";"337"
"5001904";"Bataguassu (MS)";"Total";"1";"Total";"271"
"5002001";"Batayporã (MS)";"Total";"1";"Total";"176"
"5002100";"Bela Vista (MS)";"Total";"1";"Total";"357"
"5002159";"Bodoquena (MS)";"Total";"1";"Total";"171"
"5002209";"Bonito (MS)";"Total";"1";"Total";"449"
"5002308";"Brasilândia (MS)";"Total";"1";"Total";"295"
